semanticResourceURN;bcpg:lvType;bcpg:lvCode;bcpg:lvValue;bcpg:lvValue_fr;Definition;resourceSubTypeCode;Domain;ExternalLink;changeLog;Status;Version
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_MUSCAT_DE_ST_JEAN_DE_MINERVOIS;AlcoholBeverageTypeCode;FORTIFIED_WINE_MUSCAT_DE_ST_JEAN_DE_MINERVOIS;Fortified Wine-Muscat de St Jean de Minervois;Vin Fortifié-Muscat de St Jean de Minervois;Muscat de St Jean de Minervois is a white wine grape of Greek origin that is a member of the Muscat family of Vitis vinifera. Its name comes from its characteristic small berry size and tight clusters.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_OTHER;AlcoholBeverageTypeCode;FORTIFIED_WINE_OTHER;Fortified wine other;Vin fortifié autre;The value for fortified wine needed is not listed or is not defined within this list’s individual code values and definitions. Please send a work request into GS1 or your solution provider requesting the code you are searching for.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_PORT;AlcoholBeverageTypeCode;FORTIFIED_WINE_PORT;Fortified Wine-Port;Vin-Porto Fortifié;Port wine or vinho do Porto or Porto is a Portuguese fortified wine produced with distilled grape spirits exclusively in the Douro Valley in the northern provinces of Portugal.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_SHERRY;AlcoholBeverageTypeCode;FORTIFIED_WINE_SHERRY;Fortified Wine-Sherry;Vin fortifié-Xérès;Sherry is a fortified wine made from white grapes. Sherry is produced in a variety of styles made primarily from the Palomino grape, ranging from light versions similar to white table wines, such as Manzanilla and Fino, to darker and heavier versions that have been allowed to oxidise as they age in barrel, such as Amontillado and Oloroso.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_VERMOUTH;AlcoholBeverageTypeCode;FORTIFIED_WINE_VERMOUTH;Fortified Wine-Vermouth;Vin-Vermouth Fortifié;"Vermouth is an aromatized, fortified wine flavoured with various botanicals (roots, barks, flowers, seeds, herbs, and spices) and sometimes coloured.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:FORTIFIED_WINE_VIN_DOUX_NATURELS_VDN;AlcoholBeverageTypeCode;FORTIFIED_WINE_VIN_DOUX_NATURELS_VDN;Fortified Wine-Vin Doux Naturels (VDN);Vin Fortifié-Vin Doux Naturels (VDN);Vin doux naturel is a type of wine that has a natural level of sweetness. This is created through light fortification with a spirit being added to the wine before the end of the fermentation process, usually consisting of brandy. The natural sweetness of the wine is created through the process of mutage.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_BEAN_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_BEAN_FLAVOURED;Liqueur-Bean Flavoured;Aromatisé à la Liqueur et aux Haricots;"Liqueurs are alcoholic beverages bottled with added sugar and have added flavours usually derived from fruits, herbs, or nuts. This product is flavoured with beans.

";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_CHOCOLATE_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_CHOCOLATE_FLAVOURED;Liqueur-Chocolate Flavoured;Aromatisé Liqueur-Chocolat;"Liqueurs are alcoholic beverages bottled with added sugar and have added flavours usually derived from fruits, herbs, or nuts. This product is flavoured with chocolate.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_COFFEE_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_COFFEE_FLAVOURED;Liqueur-Coffee Flavoured;Aromatisé Liqueur-Café;"Liqueurs are alcoholic beverages bottled with added sugar and have added flavours usually derived from fruits, herbs, or nuts. This product is flavoured with coffee.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_COMBINATION;AlcoholBeverageTypeCode;LIQUEUR_COMBINATION;Liqueur-Combination;Liqueur-Combinaison;"Liqueurs are alcoholic beverages bottled with added sugar and have added flavours usually derived from fruits, herbs, or nuts. This product is flavoured with a combination of flavouring ingredients.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_DAIRY_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_DAIRY_FLAVOURED;Liqueur-Dairy Flavoured;Liqueur-Laitier Aromatisé;"Liqueurs are alcoholic beverages bottled with added sugar and have added flavours usually derived from fruits, herbs, or nuts. This product is flavoured with dairy.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_EGG_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_EGG_FLAVOURED;Liqueur-Egg Flavoured;Aromatisé à la Liqueur et aux Oeufs;"Liqueurs are alcoholic beverages bottled with added sugar and have added flavours usually derived from fruits, herbs, or nuts. This product is flavoured with egg.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_FLORAL_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_FLORAL_FLAVOURED;Liqueur-Floral Flavoured;Liqueur-Florale;"Liqueurs are alcoholic beverages bottled with added sugar and have added flavours usually derived from fruits, herbs, or nuts. This product is flavoured with floral elements.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_FRUIT_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_FRUIT_FLAVOURED;Liqueur-Fruit Flavoured;Aromatisé à la Liqueur et aux Fruits;"Liqueurs are alcoholic beverages bottled with added sugar and have added flavours usually derived from fruits, herbs, or nuts. This product is flavoured with fruit.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_HERB_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_HERB_FLAVOURED;Liqueur-Herb Flavoured;Aromatisé à la Liqueur et aux Herbes;"Liqueurs are alcoholic beverages bottled with added sugar and have added flavours usually derived from fruits, herbs, or nuts. This product is flavoured with herbs.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_HERB_SPICE_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_HERB_SPICE_FLAVOURED;Liqueur-Herb/Spice Flavoured;Liqueur aromatisée aux herbes et aux épices;"Liqueurs are alcoholic beverages bottled with added sugar and have added flavours usually derived from fruits, herbs, or nuts. This product is flavoured with herbs and spices.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_HONEY_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_HONEY_FLAVOURED;Liqueur-Honey Flavoured;Aromatisé Liqueur-Miel;"Liqueurs are alcoholic beverages bottled with added sugar and have added flavours usually derived from fruits, herbs, or nuts. This product is flavoured with honey.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_MINT_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_MINT_FLAVOURED;Liqueur-Mint Flavoured;Aromatisé à la Liqueur et à la Menthe;"Liqueurs are alcoholic beverages bottled with added sugar and have added flavours usually derived from fruits, herbs, or nuts. This product is flavoured with mint.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_NUT_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_NUT_FLAVOURED;Liqueur-Nut Flavoured;Aromatisé à la Liqueur et aux Noix;"Liqueurs are alcoholic beverages bottled with added sugar and have added flavours usually derived from fruits, herbs, or nuts. This product is flavoured with nuts.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_OTHER;AlcoholBeverageTypeCode;LIQUEUR_OTHER;Liqueur-Other;Liqueur-Autre;The alcohol product is a Liqueur which is not otherwise enumerated in this codeset;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_SEED_SPICE_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_SEED_SPICE_FLAVOURED;Liqueur-Seed/Spice Flavoured;Liqueur-graines/épices aromatisées;"Liqueurs are alcoholic beverages bottled with added sugar and have added flavours usually derived from fruits, herbs, or nuts. This product is flavoured with seeds and spices.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_SOUR_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_SOUR_FLAVOURED;Liqueur-Sour Flavoured;Aromatisé à la Liqueur-Aigre;"Liqueurs are alcoholic beverages bottled with added sugar and have added flavours usually derived from fruits, herbs, or nuts. This product is flavoured with sour elements.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_SWEET_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_SWEET_FLAVOURED;Liqueur-Sweet Flavoured;Aromatisé à la Liqueur Douce;"Liqueurs are alcoholic beverages bottled with added sugar and have added flavours usually derived from fruits, herbs, or nuts. This product is flavoured with sweet elements.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:LIQUEUR_VEGETABLE_FLAVOURED;AlcoholBeverageTypeCode;LIQUEUR_VEGETABLE_FLAVOURED;Liqueur-Vegetable Flavoured;Liqueur-Légume Aromatisé;"Liqueurs are alcoholic beverages bottled with added sugar and have added flavours usually derived from fruits, herbs, or nuts. This product is flavoured with vegetables.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_BERRY_BASED;AlcoholBeverageTypeCode;NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_BERRY_BASED;Non Grape Fermented Alcoholic Beverage-Berry Based;Boisson alcoolisée non fermentée à base de baies;An alcohol product which has been fermented from non-grape ingredients such as fruits and vegetables. This product is from berries.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_FRUIT_BASED_NON_BERRY_GRAPE;AlcoholBeverageTypeCode;NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_FRUIT_BASED_NON_BERRY_GRAPE;Non Grape Fermented Alcoholic Beverage-Fruit Based (Non-Berry/Grape);Boisson alcoolisée non fermentée à base de fruits (sans baies/raisin);An alcohol product which has been fermented from non-grape ingredients such as fruits and vegetables. This product is from fruits (other than berries or grapes).;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_GRAIN_BASED;AlcoholBeverageTypeCode;NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_GRAIN_BASED;Non Grape Fermented Alcoholic Beverage-Grain Based;Boisson alcoolisée non fermentée à base de céréales;An alcohol product which has been fermented from non-grape ingredients such as fruits and vegetables. This product is from grains.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_HONEY_BASED;AlcoholBeverageTypeCode;NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_HONEY_BASED;Non Grape Fermented Alcoholic Beverage-Honey Based;Boisson alcoolisée non fermentée au raisin, à base de miel;An alcohol product which has been fermented from non-grape ingredients such as fruits and vegetables. This product is from honey.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_OTHER;AlcoholBeverageTypeCode;NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_OTHER;Non Grape Fermented Alcoholic Beverage-Other;Boisson alcoolisée non fermentée au raisin - Autres;The alcohol product is a Non Grape Fermented Alcoholic Beverage which is not otherwise enumerated in this codeset;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_VEGETABLE_BASED;AlcoholBeverageTypeCode;NON_GRAPE_FERMENTED_ALCOHOLIC_BEVERAGE_VEGETABLE_BASED;Non Grape Fermented Alcoholic Beverage-Vegetable Based;Boisson alcoolisée non fermentée à base de légumes;An alcohol product which has been fermented from non-grape ingredients such as fruits and vegetables. This product is from vegetable.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPARKLING_WINE_ASTI_SPUMANTE;AlcoholBeverageTypeCode;SPARKLING_WINE_ASTI_SPUMANTE;Sparkling Wine-Asti Spumante;Vin Mousseux-Asti Spumante;Asti, also known as Asti Spumante, is a sparkling white Italian wine that is produced throughout southeastern Piedmont but is particularly focused around the towns of Asti and Alba.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPARKLING_WINE_BLANQUETTE_DE_LIMOUX;AlcoholBeverageTypeCode;SPARKLING_WINE_BLANQUETTE_DE_LIMOUX;Sparkling Wine-Blanquette de Limoux;Vin Pétillant-Blanquette de Limoux;Limoux wine is produced around the city of Limoux in Languedoc in southwestern France. Limoux wine is produced under four Appellation d'origine contrôlée (AOC) designations: Blanquette de Limoux, Blanquette méthode ancestrale, Crémant de Limoux and Limoux, the first three of which are sparkling wines and dominate the production around Limoux.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPARKLING_WINE_CAVA;AlcoholBeverageTypeCode;SPARKLING_WINE_CAVA;Sparkling Wine-Cava;Vin Mousseux-Cava;Cava is a sparkling wine of Denominación de Origen (DO) status from Spain. It may be white (blanco) or rosé (rosado).;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPARKLING_WINE_CHAMPAGNE;AlcoholBeverageTypeCode;SPARKLING_WINE_CHAMPAGNE;Sparkling Wine-Champagne;Vin-Champagne Pétillant;Champagne is a French sparkling wine. Many people use the term Champagne as a generic term for sparkling wine but in the EU and some other countries it is illegal to label any product Champagne unless it comes from the region Champagne and is produced under the rules of the appellation.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPARKLING_WINE_CLAIRETTE_DE_DIE;AlcoholBeverageTypeCode;SPARKLING_WINE_CLAIRETTE_DE_DIE;Sparkling Wine-Clairette de Die;Vin Pétillant-Clairette de Die;Clairette de Die AOC is a natural sparkling white wine from the Rhône Valley region in France. It is made from the Muscat Blanc à Petits Grains (75% minimum) and Clairette (25% maximum) grape varieties.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPARKLING_WINE_CRÉMANT_DE_BORDEAUX;AlcoholBeverageTypeCode;SPARKLING_WINE_CRÉMANT_DE_BORDEAUX;Sparkling Wine-Crémant de Bordeaux;Vin Pétillant-Crémant de Bordeaux;A sparkling Bordeaux wine is produced in the Bordeaux region of southwest France.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPARKLING_WINE_CRÉMANT_DE_BOURGOGNE;AlcoholBeverageTypeCode;SPARKLING_WINE_CRÉMANT_DE_BOURGOGNE;Sparkling Wine-Crémant de Bourgogne;Vin Pétillant-Crémant de Bourgogne;A sparkling wine is produced in the Bourgogne region of France.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPARKLING_WINE_CRÉMANT_DE_DIE;AlcoholBeverageTypeCode;SPARKLING_WINE_CRÉMANT_DE_DIE;Sparkling Wine-Crémant de Die;Vin Pétillant-Crémant de Die;"Crémant de Die is a natural sparkling white wine from the Rhône Valley region in France. It is a prestige dry, natural sparkling wine of apple and green fruit flavours and fragrance and is vinified by the traditional method of a first fermentation in the vat followed by a second fermentation in the bottle.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPARKLING_WINE_CRÉMANT_DE_JURA;AlcoholBeverageTypeCode;SPARKLING_WINE_CRÉMANT_DE_JURA;Sparkling Wine-Crémant de Jura;Vin Pétillant-Crémant de Jura;"Crémant de Jura is French sparkling wine produced in the Jura département. Located between Burgundy and Switzerland
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPARKLING_WINE_CRÉMANT_DE_LIMOUX;AlcoholBeverageTypeCode;SPARKLING_WINE_CRÉMANT_DE_LIMOUX;Sparkling Wine-Crémant de Limoux;Vin Pétillant-Crémant de Limoux;"Crémant de Limoux is a sparkling wind produced around the city of Limoux in Languedoc in southwestern France.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPARKLING_WINE_CRÉMANT_DE_LOIRE;AlcoholBeverageTypeCode;SPARKLING_WINE_CRÉMANT_DE_LOIRE;Sparkling Wine-Crémant de Loire;Vin Pétillant-Crémant de Loire;A sparkling wine is produced in the Loire region of France.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPARKLING_WINE_FRIZZANTE;AlcoholBeverageTypeCode;SPARKLING_WINE_FRIZZANTE;Sparkling Wine-Frizzante;Vin Pétillant-Frizzante;A semi-sparkling wine with between 1 and 2.5 atmospheres of pressures and include German spritzig, Italian frizzante and French pétillant wines.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPARKLING_WINE_ICE_WINE;AlcoholBeverageTypeCode;SPARKLING_WINE_ICE_WINE;Sparkling Wine-Ice Wine;Vin Pétillant-Vin De Glace;Ice wine is a type of dessert wine produced from grapes that have been frozen while still on the vine which has a significant amount of Carbon Dioxide. The CO2 is either a part of the fermentaion process or as part of the production process.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPARKLING_WINE_OTHER;AlcoholBeverageTypeCode;SPARKLING_WINE_OTHER;Sparkling Wine-Other;Vin Mousseux-Autre;Sparkling wine is a wine with significant levels of carbon dioxide in it, making it fizzy.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPARKLING_WINE_PROSECCO;AlcoholBeverageTypeCode;SPARKLING_WINE_PROSECCO;Sparkling Wine-Prosecco;Vin Pétillant-Prosecco;"Prosecco is an Italian wine, controlled by DOC or DOCG. Under these wine laws, Prosecco can be spumante (""sparkling wine""), frizzante (""semi-sparkling wine""), or tranquillo (""still wine""). It is made from Prosecco grapes (renamed within the EU to Glera grapes)";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPARKLING_WINE_SEKT;AlcoholBeverageTypeCode;SPARKLING_WINE_SEKT;Sparkling Wine-Sekt;Vin mousseux-Sekt;Sekt is a German term for some sparkling wine. The majority of Sekt produced (around 95%) is made by the Charmat method with the remaining premium Sekt being made according to the méthode traditionnelle.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPARKLING_WINE_SEMI_SPARKLING_WINE;AlcoholBeverageTypeCode;SPARKLING_WINE_SEMI_SPARKLING_WINE;Sparkling Wine-Semi-Sparkling Wine;Vin Pétillant-Vin Pétillant;A sparkling wine which is not fully sweet.;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPIRIT_ABSINTHE;AlcoholBeverageTypeCode;SPIRIT_ABSINTHE;Spirit-Absinthe;Spiritueux-Absinthe;"Absinthe is distilled, highly alcoholic beverage (45–74% ABV / 90–148 U.S. proof). It is an anise-flavoured spirit derived from botanicals, including the flowers and leaves of Artemisia absinthium (""grand wormwood""), together with green anise, sweet fennel, and other medicinal and culinary herbs.";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPIRIT_APPLEJACK_APPLE_BRANDY;AlcoholBeverageTypeCode;SPIRIT_APPLEJACK_APPLE_BRANDY;Spirit-Applejack/Apple Brandy;Spiritueux-Applejack/Apple Brandy;"Applejack or Apple Brandy is a strong apple-flavoured alcoholic drink produced from apples.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPIRIT_ARAK;AlcoholBeverageTypeCode;SPIRIT_ARAK;Spirit-Arak;Esprit-Arak;"Arak is a Levantine unsweetened distilled spirit (≈40–63% alc/vol or ≈80–126 proof) in the anise drinks family. It is a translucent white anise-flavoured drink.
";CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPIRIT_ARMAGNAC;AlcoholBeverageTypeCode;SPIRIT_ARMAGNAC;Spirit-Armagnac;Spiritueux-Armagnac;Armagnac is a distinctive kind of brandy produced in the Armagnac region in Gascony, southwest France. It is distilled from wine usually made from a blend of grapes including Baco 22A, Colombard, Folle blanche and Ugni blanc, traditionally using column stills rather than the pot stills used in the production of cognac, which is made only from ugni blanc grapes. The resulting spirit is then aged in oak barrels before release. Production is overseen by the Institut national de l'origine et de la qualité (INAO) and the Bureau National Interprofessionel de l'Armagnac (BNIA).;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPIRIT_BAIJIU;AlcoholBeverageTypeCode;SPIRIT_BAIJIU;Spirit-Baijiu;Esprit-Baijiu;Baijiu, also known as shaojiu, is a category of at least a dozen Chinese liquors made from grain;CODEVALUE;GDSN;;NEW;CURRENT;1
urn:gs1:gdd:cl:AlcoholBeverageTypeCode:SPIRIT_BOURBON;AlcoholBeverageTypeCode;SPIRIT_BOURBON;Spirit-Bourbon;Spiritueux-Bourbon;Bourbon whiskey is a type of whisky/whiskey which is Produced in the United States; made from a grain mixture that is at least 51% corn; aged in new, charred oak containers; distilled to no more than 160 (U.S.) proof (80% alcohol by volume); entered into the container for aging at no more than 125 proof (62.5% alcohol by volume); and bottled (like other whiskeys) at 80 proof or more (40% alcohol by volume).;CODEVALUE
