semanticResourceURN;bcpg:lvType;bcpg:lvCode;bcpg:lvValue;bcpg:lvValue_en;bcpg:lvValue_fr;bcpg:lvValue_de;bcpg:lvValue_nl;bcpg:lvValue_es;bcpg:lvValue_en_US;bcpg:lvValue_it;bcpg:lvValue_pt;bcpg:lvValue_sv;bcpg:lvValue_fi;changeLog;Status;Version;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerShapeCode:BRITISH_BREWERY_BARREL;ContainerShapeCode;BRITISH_BREWERY_BARREL;British Brewery Barrel;British Brewery Barrel;Baril de brasserie britannique;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerShapeCode:ENGLISH_TUN;ContainerShapeCode;ENGLISH_TUN;English Tun;English Tun;Tun anglais;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerShapeCode:FIRKIN;ContainerShapeCode;FIRKIN;Firkin;Firkin;Firkin;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerShapeCode:GORDA;ContainerShapeCode;GORDA;Gorda;Gorda;Gorda;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerShapeCode:HOGSHEAD;ContainerShapeCode;HOGSHEAD;Hogshead;Hogshead;Barrique;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerShapeCode:KILDERKIN;ContainerShapeCode;KILDERKIN;Kilderkin;Kilderkin;Kilderkin;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerShapeCode:MACHINE_PUNCHEON;ContainerShapeCode;MACHINE_PUNCHEON;Machine Puncheon;Machine Puncheon;Machine Puncheon;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerShapeCode:MADEIRA_DRUM;ContainerShapeCode;MADEIRA_DRUM;Madeira Drum;Madeira Drum;Tambour de Madère;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerShapeCode:MINIPIN;ContainerShapeCode;MINIPIN;Minipin;Minipin;Minipin;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerShapeCode:PIN_CASK;ContainerShapeCode;PIN_CASK;Pin (Cask);Pin (Cask);Épingle (Fût);;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerShapeCode:PORT_PIPE;ContainerShapeCode;PORT_PIPE;Port Pipe;Port Pipe;Tuyau de port;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerShapeCode:QUARTER_CASK;ContainerShapeCode;QUARTER_CASK;Quarter Cask;Quarter Cask;Quart de fût;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerShapeCode:SHERRY_BUTT;ContainerShapeCode;SHERRY_BUTT;Sherry Butt;Sherry Butt;Sherry Butt;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerShapeCode:SHERRY_SHAPE_PUNCHEON;ContainerShapeCode;SHERRY_SHAPE_PUNCHEON;Sherry Shape Puncheon;Sherry Shape Puncheon;Puncheon en forme de Sherry;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerShapeCode:UNCLASSIFIED;ContainerShapeCode;UNCLASSIFIED;Unclassified;Unclassified;Non classé;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerShapeCode:UNIDENTIFIED;ContainerShapeCode;UNIDENTIFIED;Unidentified;Unidentified;Non identifié;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerTypeCode;ContainerTypeCode;;;;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerTypeCode:BEER;ContainerTypeCode;BEER;Beer;Beer;Bière;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerTypeCode:BOURBON;ContainerTypeCode;BOURBON;Bourbon;Bourbon;Bourbon;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerTypeCode:BRANDY;ContainerTypeCode;BRANDY;Brandy;Brandy;Brandy;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerTypeCode:MADEIRA;ContainerTypeCode;MADEIRA;Madeira;Madeira;Madère;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerTypeCode:PORT;ContainerTypeCode;PORT;Port;Port;Port;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerTypeCode:RUM;ContainerTypeCode;RUM;Rum;Rum;Rhum;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerTypeCode:SHERRY;ContainerTypeCode;SHERRY;Sherry;Sherry;Sherry;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerTypeCode:UNCLASSIFIED;ContainerTypeCode;UNCLASSIFIED;Unclassified;Unclassified;Non classé;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerTypeCode:UNIDENTIFIED;ContainerTypeCode;UNIDENTIFIED;Unidentified;Unidentified;Non identifié;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerTypeCode:WHISKY_WHISKEY;ContainerTypeCode;WHISKY_WHISKEY;Whisky/Whiskey;Whisky/Whiskey;Whisky/Whisky;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:ContainerTypeCode:WINE;ContainerTypeCode;WINE;Wine;Wine;Vin;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode;DataCarrierTypeCode;;;;;;;;;;;;;CHANGED;CURRENT;2;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:DATA_MATRIX_GS1_DIGITAL_LINK_URI;DataCarrierTypeCode;DATA_MATRIX_GS1_DIGITAL_LINK_URI;Data Matrix with GS1 Digital Link Uniform Resource Identifier (URI);Data Matrix with GS1 Digital Link Uniform Resource Identifier (URI);Matrice de données avec identifiant uniforme de ressource (URI) de liaison numérique GS1;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:EAN_13;DataCarrierTypeCode;EAN_13;EAN 13;EAN 13;EAN 13;;;;;;;;;CODEVALUE;Shared;;NEW;CURRENT;1;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:EAN_13_COMPOSITE;DataCarrierTypeCode;EAN_13_COMPOSITE;EAN 13 COMPOSITE;EAN 13 COMPOSITE;EAN 13 COMPOSITE;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:EAN_13_WITH_FIVE_DIGIT_ADD_ON;DataCarrierTypeCode;EAN_13_WITH_FIVE_DIGIT_ADD_ON;EAN 13 WITH FIVE DIGIT ADD ON;EAN 13 WITH FIVE DIGIT ADD ON;EAN 13 AVEC AJOUT À CINQ CHIFFRES;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:EAN_13_WITH_TWO_DIGIT_ADD_ON;DataCarrierTypeCode;EAN_13_WITH_TWO_DIGIT_ADD_ON;EAN 13 WITH TWO DIGIT ADD ON;EAN 13 WITH TWO DIGIT ADD ON;EAN 13 AVEC AJOUT À DEUX CHIFFRES;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:EAN_8;DataCarrierTypeCode;EAN_8;EAN 8;EAN 8;EAN 8;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:EAN_8_COMPOSITE;DataCarrierTypeCode;EAN_8_COMPOSITE;EAN 8 COMPOSITE;EAN 8 COMPOSITE;EAN 8 COMPOSITE;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:EPC_ENABLED_RFID_TAG;DataCarrierTypeCode;EPC_ENABLED_RFID_TAG;EPC ENABLED RFID TAG;EPC ENABLED RFID TAG;ÉTIQUETTE RFID COMPATIBLE EPC;;;;;;;;;;NEW;CURRENT;2;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_128;DataCarrierTypeCode;GS1_128;GS1 128;GS1 128;GS1 128;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_128_COMPOSITE;DataCarrierTypeCode;GS1_128_COMPOSITE;GS1 128 COMPOSITE;GS1 128 COMPOSITE;COMPOSITE GS1 128;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATA_MATRIX;DataCarrierTypeCode;GS1_DATA_MATRIX;GS1 DATA MATRIX;GS1 DATA MATRIX;MATRICE DE DONNÉES GS1;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_EXPANDED;DataCarrierTypeCode;GS1_DATABAR_EXPANDED;GS1 DATABAR EXPANDED;GS1 DATABAR EXPANDED;BARRE DE DONNÉES GS1 ÉTENDU;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_EXPANDED_COMPOSITE;DataCarrierTypeCode;GS1_DATABAR_EXPANDED_COMPOSITE;GS1 DATABAR EXPANDED COMPOSITE;GS1 DATABAR EXPANDED COMPOSITE;BARRE DE DONNÉES GS1 COMPOSITE ÉTENDU;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_EXPANDED_STACKED;DataCarrierTypeCode;GS1_DATABAR_EXPANDED_STACKED;GS1 DATABAR EXPANDED STACKED;GS1 DATABAR EXPANDED STACKED;Barre de données GS1 étendue et empilée;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_EXPANDED_STACKED_COMPOSITE;DataCarrierTypeCode;GS1_DATABAR_EXPANDED_STACKED_COMPOSITE;GS1 DATABAR EXPANDED COMPOSITE;GS1 DATABAR EXPANDED COMPOSITE;BARRE DE DONNÉES GS1 COMPOSITE ÉTENDU;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_LIMITED;DataCarrierTypeCode;GS1_DATABAR_LIMITED;GS1 DATABAR LIMITED;GS1 DATABAR LIMITED;GS1 DATABAR LIMITÉE;;;;;;;;;Shared;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_LIMITED_COMPOSITE;DataCarrierTypeCode;GS1_DATABAR_LIMITED_COMPOSITE;GS1 DATABAR LIMITED COMPOSITE;GS1 DATABAR LIMITED COMPOSITE;COMPOSITE GS1 DATABAR LIMITÉE;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_OMNIDIRECTIONAL;DataCarrierTypeCode;GS1_DATABAR_OMNIDIRECTIONAL;GS1 DATABAR OMNIDIRECTIONAL;GS1 DATABAR OMNIDIRECTIONAL;Barre de données omnidirectionnelle GS1;;;;;;;;;Shared;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_OMNIDIRECTIONAL_COMPOSITE;DataCarrierTypeCode;GS1_DATABAR_OMNIDIRECTIONAL_COMPOSITE;GS1 DATABAR OMNIDIRECTIONAL COMPOSITE;GS1 DATABAR OMNIDIRECTIONAL COMPOSITE;COMPOSITE OMNIDIRECTIONNEL GS1 DATABAR;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_STACKED;DataCarrierTypeCode;GS1_DATABAR_STACKED;GS1 DATABAR STACKED;GS1 DATABAR STACKED;Barre de données GS1 empilée;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_STACKED_COMPOSITE;DataCarrierTypeCode;GS1_DATABAR_STACKED_COMPOSITE;GS1 DATABAR STACKED COMPOSITE;GS1 DATABAR STACKED COMPOSITE;BARRE DE DONNÉES GS1 COMPOSITE EMPILÉE;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_STACKED_OMNIDIRECTIONAL;DataCarrierTypeCode;GS1_DATABAR_STACKED_OMNIDIRECTIONAL;GS1 DATABAR STACKED OMNIDIRECTIONAL;GS1 DATABAR STACKED OMNIDIRECTIONAL;Barre de données omnidirectionnelle empilée GS1;;;;;;;;;Shared;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_STACKED_OMNIDIRECTIONAL_COMPOSITE;DataCarrierTypeCode;GS1_DATABAR_STACKED_OMNIDIRECTIONAL_COMPOSITE;GS1 DATABAR STACKED OMNIDIRECTIONAL COMPOSITE;GS1 DATABAR STACKED OMNIDIRECTIONAL COMPOSITE;COMPOSITE OMNIDIRECTIONNEL EMPILÉ GS1 DATABAR;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_TRUNCATED;DataCarrierTypeCode;GS1_DATABAR_TRUNCATED;GS1 DATABAR TRUNCATED;GS1 DATABAR TRUNCATED;BARRE DE DONNÉES GS1 TRONQUÉE;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_DATABAR_TRUNCATED_COMPOSITE;DataCarrierTypeCode;GS1_DATABAR_TRUNCATED_COMPOSITE;GS1 DATABAR TRUNCATED COMPOSITE;GS1 DATABAR TRUNCATED COMPOSITE;BARRE DE DONNÉES GS1 COMPOSITE TRONQUÉE;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:GS1_QR_CODE;DataCarrierTypeCode;GS1_QR_CODE;GS1 QR Code;GS1 QR Code;Code QR GS1;;;;;;;;;;;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:ITF_14;DataCarrierTypeCode;ITF_14;ITF 14;ITF 14;ITF 14;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:NO_BARCODE;DataCarrierTypeCode;NO_BARCODE;No data carrier;No data carrier;Aucun support de données;;;;;;;;;NEW;CURRENT;2;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:QR_CODE_GS1_DIGITAL_LINK_URI;DataCarrierTypeCode;QR_CODE_GS1_DIGITAL_LINK_URI;QR Code with GS1 Digital Link Uniform Resource Identifier (URI);QR Code with GS1 Digital Link Uniform Resource Identifier (URI);Code QR avec GS1 Digital Link Uniform Resource Identifier (URI);;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:RFID_EPC_TAG;DataCarrierTypeCode;RFID_EPC_TAG;RFID EPC TAG;RFID EPC TAG;ÉTIQUETTE RFID EPC;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:UPC_A;DataCarrierTypeCode;UPC_A;UPC A;UPC A;Code UPC A;;;;;;;;;CODEVALUE;Shared;;NEW;CURRENT;1;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:UPC_A_COMPOSITE;DataCarrierTypeCode;UPC_A_COMPOSITE;UPC A COMPOSITE;UPC A COMPOSITE;UPC A COMPOSITE;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:UPC_A_WITH_FIVE_DIGIT_ADD_ON;DataCarrierTypeCode;UPC_A_WITH_FIVE_DIGIT_ADD_ON;UPC A WITH FIVE DIGIT ADD ON;UPC A WITH FIVE DIGIT ADD ON;UPC A AVEC CINQ CHIFFRES SUPPLÉMENTAIRES;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:UPC_A_WITH_TWO_DIGIT_ADD_ON;DataCarrierTypeCode;UPC_A_WITH_TWO_DIGIT_ADD_ON;UPC A WITH TWO DIGIT ADD ON;UPC A WITH TWO DIGIT ADD ON;UPC A AVEC ADDITION À DEUX CHIFFRES;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:UPC_E;DataCarrierTypeCode;UPC_E;UPC E;UPC E;Code UPC E;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:UPC_E_COMPOSITE;DataCarrierTypeCode;UPC_E_COMPOSITE;UPC E Composite;UPC E Composite;UPC E Composite;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:UPC_E_FIVE_DIGIT_ADD_ON;DataCarrierTypeCode;UPC_E_FIVE_DIGIT_ADD_ON;UPC E FIVE DIGIT ADD ON;UPC E FIVE DIGIT ADD ON;ADDITION À CINQ CHIFFRES UPC E;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:DataCarrierTypeCode:UPC_E_WITH_TWO_DIGIT_ADD_ON;DataCarrierTypeCode;UPC_E_WITH_TWO_DIGIT_ADD_ON;UPC E WITH TWO DIGIT ADD ON;UPC E WITH TWO DIGIT ADD ON;UPC E AVEC AJOUT À DEUX CHIFFRES;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:FeedTypeCode;FeedTypeCode;;;;;;;;;;;;; compressed and pelleted feeds; oils and mixed rations; and sprouted grains and legumes.;CODELIST;GDSN;;NEW;CURRENT;1;;;;;;;
urn:gs1:gdd:cl:FeedTypeCode:COMPLEMENTARY;FeedTypeCode;COMPLEMENTARY;Complementary;Complementary;Complémentaire;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:FeedTypeCode:COMPLETE;FeedTypeCode;COMPLETE;Complete;Complete;Complet;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:FeedTypeCode:COMPOUND;FeedTypeCode;COMPOUND;Compound;Compound;Composé;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:FeedTypeCode:FEED_INTENDED_FOR_PARTICULAR_NUTRITIONAL_PURPOSES;FeedTypeCode;FEED_INTENDED_FOR_PARTICULAR_NUTRITIONAL_PURPOSES;Feed Intended For Particular Nutritional Purposes;Feed Intended For Particular Nutritional Purposes;Aliments destinés à des fins nutritionnelles particulières;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:FeedTypeCode:FEED_MATERIALS;FeedTypeCode;FEED_MATERIALS;Feed Materials;Feed Materials;Matières premières pour aliments des animaux;;;;;;;;; and products derived from the industrial processing thereof; and organic or inorganic substances; whether or not containing feed additives; which are intended for use in oral animal-feeding either directly as such; or after processing; or in the preparation of compound feed; or as carrier of premixtures.;CODEVALUE;GDSN;;NEW;CURRENT;1;;;
urn:gs1:gdd:cl:FeedTypeCode:MILK_REPLACER;FeedTypeCode;MILK_REPLACER;Milk Replacer;Milk Replacer;substitut de lait;;;;;;;;;GDSN;;NEW;CURRENT;1;;;;;;;;;;;
urn:gs1:gdd:cl:FeedTypeCode:MINERAL;FeedTypeCode;MINERAL;Mineral;Mineral;Minéral;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN;HandlingInstructionsCode_GDSN;;;;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:1;HandlingInstructionsCode_GDSN;1;Heat Sensitive;Heat Sensitive;Sensible à la chaleur;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:11;HandlingInstructionsCode_GDSN;11;Refrigeration Required;Refrigeration Required;Réfrigération requise;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:12;HandlingInstructionsCode_GDSN;12;Refrigeration Not Required;Refrigeration Not Required;Réfrigération non requise;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:2;HandlingInstructionsCode_GDSN;2;Store in Dry Environment;Store in Dry Environment;Conserver dans un environnement sec;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:3;HandlingInstructionsCode_GDSN;3;Stacked;Stacked;Empilé;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:AVI;HandlingInstructionsCode_GDSN;AVI;Live Animal;Live Animal;Animal vivant;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:BAT;HandlingInstructionsCode_GDSN;BAT;Batch Number;Batch Number;Numéro de lot;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:BIG;HandlingInstructionsCode_GDSN;BIG;Outsized;Outsized;Énorme;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:CCC;HandlingInstructionsCode_GDSN;CCC;Keep the Container Carefully Closed;Keep the Container Carefully Closed;Gardez le récipient soigneusement fermé;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:CLP;HandlingInstructionsCode_GDSN;CLP;Use Clamp Lift;Use Clamp Lift;Utiliser la pince de levage;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:CRU;HandlingInstructionsCode_GDSN;CRU;Crushable;Crushable;Écrasable;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:CYT;HandlingInstructionsCode_GDSN;CYT;Cytotoxic Do Not Touch, Swallow or Breathe.;Cytotoxic Do Not Touch, Swallow or Breathe.;;;;;;;;;;CODEVALUE;GDSN;;NEW;CURRENT;1;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:DAE;HandlingInstructionsCode_GDSN;DAE;Dangerous Article;Dangerous Article;Article dangereux;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:DCE;HandlingInstructionsCode_GDSN;DCE;Delivery Via Distribution Centre;Delivery Via Distribution Centre;Livraison via le centre de distribution;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:DDE;HandlingInstructionsCode_GDSN;DDE;Direct Delivery;Direct Delivery;Livraison directe;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:DEA;HandlingInstructionsCode_GDSN;DEA;Do Not Store in Air;Do Not Store in Air;Ne pas conserver à l'air libre;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:DES;HandlingInstructionsCode_GDSN;DES;Destroy;Destroy;Détruire;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:DNC;HandlingInstructionsCode_GDSN;DNC;Do Not Close With Cork;Do Not Close With Cork;Ne pas fermer avec du liège;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:DND;HandlingInstructionsCode_GDSN;DND;Do Not Drill or Burn Even After Use;Do Not Drill or Burn Even After Use;Ne pas percer ni brûler même après utilisation;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:DNE;HandlingInstructionsCode_GDSN;DNE;Do not Re-sterilize;Do not Re-sterilize;Ne pas restériliser;;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:DNF;HandlingInstructionsCode_GDSN;DNF;Do Not Freeze;Do Not Freeze;Ne pas congeler;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:DNO;HandlingInstructionsCode_GDSN;DNO;Do Not Fold;Do Not Fold;Ne pas plier;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:DNR;HandlingInstructionsCode_GDSN;DNR;Do Not Refreeze;Do Not Refreeze;Ne pas recongeler;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:DNS;HandlingInstructionsCode_GDSN;DNS;Do Not Shake;Do Not Shake;Ne pas secouer;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:DNU;HandlingInstructionsCode_GDSN;DNU;Do Not Use if the Solution is Cloudy;Do Not Use if the Solution is Cloudy;Ne pas utiliser si la solution est trouble;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:DSS;HandlingInstructionsCode_GDSN;DSS;Do Not Store With the Sachet Open;Do Not Store With the Sachet Open;Ne pas conserver avec le sachet ouvert;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:EAT;HandlingInstructionsCode_GDSN;EAT;Foodstuffs;Foodstuffs;Denrées alimentaires;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:EL;HandlingInstructionsCode_GDSN;EL;Environmental Control Limits;Environmental Control Limits;Limites de contrôle environnemental;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
urn:gs1:gdd:cl:HandlingInstructionsCode_GDSN:ENANO;HandlingInstructionsCode_GDSN;ENANO;Packaging Material Contains Engineered Nano Particles;Packaging Material Contains Engineered Nano Particles;Le matériau d'emballage contient des nanoparticules artificielles;;;;;;;;;NEW;CURRENT;1;;;;;;;;;;;;;
