COLUMNS;id;cm:name;bcpg:legalName;bcpg:legalName_en;hierarchy1;hierarchy2;bcpg:suppliers;Sodium;Magnésium;Phosphore;Potassium;Calcium;Manganèse;Fer;Cuivre;Zinc;Sélénium;Iode;Protéines;Protéines brutes (N x 6.25);Glucides;Sucres;Energie kJ, étiquetage;Energie kcal, étiquetage;Amidon;Energie kJ;Energie kcal;Polyols totaux;Fibres alimentaires;Eau;Lipides;AG saturés;AG monoinsaturés;AG polyinsaturés;Rétinol;Bêta-carotène;Vitamine D;Activité vitaminique E (en équivalents alpha-tocophérol);Vitamine C totale;Vitamine B1 ou Thiamine;Vitamine B2 ou Riboflavine;Vitamine B3 ou PP ou Niacine;Vitamine B5 ou Acide pantothénique;Vitamine B6 ou Pyridoxine;Vitamine B12 ou Cobalamines;Vitamine B9 ou Folates totaux;Alcool (éthanol);Acides organiques;Cholestérol
VALUES;CIQUAL30789;Mortadelle, CIQUAL;Mortadelle;Mortadella;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;851;26,9;127;270;36,5;< 0,1;0,8;< 0,1;1,5;< 5;27,8;14,1;14,1;1,4;0;1300;314;0;1300;314;0;0;55,1;27,9;10,3;10,8;3,47;7;0;775;0,5;0;327;158;4,09;0,52;0,25;0,68;31,5;0;0;72,5
VALUES;CIQUAL8313;Mousse de foie, CIQUAL;Mousse de foie;Liver mousse;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;766;11,7;213;180;< 30,2;< 0,2;4,02;0,24;2,36;16,9;0;10,5;10,5;3,62;2,53;1310;317;1,09;1310;317;0;0;54,1;28,9;10,5;11,7;3,48;2750;0;262;412;0;599;0;5,11;0;162;5,68;9,84;0;0;132
VALUES;CIQUAL8406;Museau de porc vinaigrette, CIQUAL;Museau de porc vinaigrette;Pig snout vinaigrette;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;611;7,8;0;97;14,6;0;1,4;0;1,6;0;0;14,4;14,4;0,8;0;1160;281;0;1160;281;0;0;57,3;24,5;2,73;6,46;14,4;0;0;0;0;0;0;0;0;0;0;0;0;0;0;587
VALUES;CIQUAL28858;Pancetta ou Poitrine roulée sèche, CIQUAL;Pancetta ou Poitrine roulée sèche;Chest rolled pancetta or dry;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;2330;0;171;442;20;0;0,8;0;3,35;0;0;21,3;21,3;0,35;< 0,1;1470;355;0;1470;355;0;0;44,7;29,8;11,5;11,5;3,71;0;0;675;0,11;0;515;155;5,05;0;315;0;3;0;0;69
VALUES;CIQUAL8211;Pâté de campagne, CIQUAL;Pâté de campagne;Paté;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;1190;18,2;229;146;26,1;129;5,5;544;2,36;20;10;14,7;14,7;3,47;0,88;1380;333;842;1380;333;0;0,2;53,7;28,9;10,4;12,5;3,8;4200;0;< 0,25;276;5,9;517;0,8;8,14;0;223;6,72;160;0;0;140
VALUES;CIQUAL8305;Pâté de foie de porc, CIQUAL;Pâté de foie de porc;Pork liver pate;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;660;8,05;162;88,5;28,2;0,1;3,16;325;1,48;14;30,3;10,6;10,6;2,3;0;1430;346;0,76;1430;346;0;0,2;51,2;32,7;11,9;13,5;4,02;4200;0;0;1,07;10,5;0,1;0,8;11,6;1,44;0,3;6;132;0;0;95
VALUES;CIQUAL8316;Pâté de foie de volaille, CIQUAL;Pâté de foie de volaille;Chicken liver pate;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;386;13;175;95;10;162;9,19;0,18;2,14;0;10;11,9;11,9;6;0;970;234;0;970;234;0;0;60,2;18;4;5,28;2,46;217;0;0,4;0,2;10,5;52;1,4;7,52;2,62;0,26;8,07;321;0;0;391
VALUES;CIQUAL8240;Pâté de lapin, CIQUAL;Pâté de lapin;Rabbit pâté;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;341;26;212;311;12,5;0;3,05;0;0;0;4;14,8;14,8;2;2;1140;274;0;1140;274;0;0;62,1;23;6,54;6,98;3,39;4000;0;0,47;0,4;0,74;0,23;0,14;5,03;0;0,27;1;0;0;0;74,8
VALUES;CIQUAL8391;Pâté en croûte, CIQUAL;Pâté en croûte;Pie;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;646;15,8;130;151;19,7;0,2;1,1;0,1;1,3;0;6;12,1;12,1;18,7;0;1190;285;17,8;1190;285;0;0,6;48,6;17,9;7,88;7,37;1,9;267;0;< 0,5;0,41;4,5;166;262;2,7;0,41;91;0,72;30;0;0;6,2
VALUES;CIQUAL28502;Poitrine de porc, fumée, crue, CIQUAL;Poitrine de porc, fumée, crue;Bacon, smoked, raw;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;1400;0;0;0;0;0;0;0;0;0;0;16,5;16,5;traces;0,6;1290;312;0;1290;312;0;0;54,1;27,3;8,3;10,5;2,47;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL8935;Quenelle au naturel, appertisée, CIQUAL;Quenelle au naturel, appertisée;Quenelle in natural appertisée;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;501;6,3;0;37,9;22,4;0;0;0;0,5;0;0;4,9;4,9;9,33;0;828;199;0;828;199;0;0,6;68,9;15,7;6,04;3,52;2,56;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL8913;Quenelle de volaille, appertisée, CIQUAL;Quenelle de volaille, appertisée;Quenelle poultry appertisée;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;913;6,43;58,2;59,1;35,4;0,12;0,79;0,05;0,67;0;12;6,8;6,8;9,93;1;770;185;0;770;185;0;0,6;67,9;13;5,34;6,42;723;90;0;0,36;0,37;0,51;0,04;0,09;1,13;0;0,11;0;0;0;0;102
VALUES;CIQUAL8936;Quenelle en sauce, appertisée, CIQUAL;Quenelle en sauce, appertisée;Dumpling sauce, appertisée;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;536;8,1;0;91;25,1;0;0;0;0,4;0;12;3,6;3,6;8,54;0;629;151;0;629;151;0;0,6;75,3;11,3;3,37;1,96;1,45;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL8055;Rillettes de viandes autres que pur porc (volaille...), CIQUAL;Rillettes de viandes autres que pur porc (volaille...);Potted meat other than pure pork (volaille. ..);CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;450;17;143;182;11,2;115;947;0,06;1,74;< 5;10;15,1;15,1;117;0,1;1750;424;0;1750;424;0;0;43,2;40,3;15,4;18,2;4,89;17;0;< 0,5;275;< 0,5;0,0765;152;4,32;1,18;119;0,64;16,1;0;0;85
VALUES;CIQUAL8001;Rillettes pur porc, CIQUAL;Rillettes pur porc;Potted Pork;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;474;15,7;138;246;< 20;< 0,2;1;< 0,5;2,22;7,08;3;14,2;14,2;0,1;0,1;1690;410;0;1690;410;0;0;44,3;39,2;13,3;15,7;4,35;0;0;637;336;traces;155;0;3,7;0;124;762;< 2;0;0;83,5
VALUES;CIQUAL8000;Rillettes traditionnelles de porc, CIQUAL;Rillettes traditionnelles de porc;Traditional pork rillettes;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;1600;0;148;0;0;0;1;0;0;0;0;14,3;14,3;0,1;0,1;1720;417;0;1720;417;0;0;40,5;39,9;15,3;17,2;4,93;0;0;0;0;0;0;0;0;0;0;0;0;0;0;76,2
VALUES;CIQUAL30304;Rosette ou Fuseau, CIQUAL;Rosette ou Fuseau;All rosette or;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;1560;40,3;204;488;44;< 0,1;1,2;0,3;2,9;7;36,2;24,9;24,9;2;0,3;1670;402;0;1670;402;0;0;39;32,7;11,3;12,7;4,08;< 2;0;1,11;0,35;2,3;683;218;6,87;1,21;476;815;25,3;0;0;97,7
VALUES;CIQUAL30350;Salami, CIQUAL;Salami;Salami;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;1720;15,7;184;249;19,2;121;2;123;1,95;9,23;15,4;18,1;18,1;1,23;1,23;1990;482;0;1990;482;0;0;31,6;45;16,9;20,5;5,82;3;0;0,98;325;5,67;208;198;3,08;0,89;0,18;2,02;3,63;0;0;82,7
VALUES;CIQUAL30780;Saucisse (aliment moyen), CIQUAL;Saucisse (aliment moyen);Sausage (average food);CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;819;18,6;114;357;18,9;0,0287;1,12;0,0647;1,76;5,88;4,93;15,5;15,5;3,33;365;1270;307;0,0723;1270;307;0;0;53,1;25,7;9,23;11,1;3,05;2,02;2,17;178;256;5,14;189;139;1,96;81;0,0752;396;3,38;0;0;50,9
VALUES;CIQUAL30125;Saucisse alsacienne fumée ou Gendarme, CIQUAL;Saucisse alsacienne fumée ou Gendarme;Alsatian sausage smoke or Gendarme;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;1100;21,3;202;283;18,3;< 0,1;2,2;0,1;1,5;0;2;21;21;3,31;0;1460;351;0;1460;351;0;0;44,1;28,2;8,56;10,1;2,57;6;0;< 0,5;0,64;16,8;365;147;5,35;0,54;0,25;0,95;< 16;0;0;84,6
VALUES;CIQUAL30746;Saucisse cocktail, CIQUAL;Saucisse cocktail;Cocktail sausage;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;828;15,4;153;219;33,7;0,04;853;0,06;1,14;5;145;12,7;12,7;1,35;0;1240;300;0;1240;300;0;0;56,8;27;10,2;12,5;3,22;3,5;0;< 0,5;315;8,8;268;0,18;2,41;0,3;109;503;9,93;0;0;64,3
VALUES;CIQUAL30134;Saucisse de Francfort, CIQUAL;Saucisse de Francfort;Frankfurter;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;974;11;189;152;31,5;0,04;2,1;0,06;1,38;5,48;14;12,1;12,1;1,15;151;1210;294;999;1210;294;0;0;56,7;26,7;9,87;12,1;3,3;traces;0;262;0,38;0;228;0,2;2,45;497;< 0,15;625;3,58;0;0;66,4
VALUES;CIQUAL30105;Saucisse de Montbéliard, CIQUAL;Saucisse de Montbéliard;Montbéliard sausage;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;931;26,8;146;311;29,9;< 0,1;0,5;0,1;2;< 5;29,7;15,7;15,7;0,7;0;1340;325;0;1340;325;0;0;50,5;28,8;11,5;11,1;3,58;6,5;0;< 0,5;0,34;< 0,5;534;177;5,28;0,74;336;0,63;28,5;0;0;78
VALUES;CIQUAL30108;Saucisse de Morteau, cuite à l'eau, CIQUAL;Saucisse de Morteau, cuite à l'eau;Sausage, boiled;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;809;15;126;230;8,4;< 0,1;0,8;< 0,1;1,9;7;9;15,2;15,2;0;0;1380;334;0;1380;334;0;0;51,7;30,2;11,7;13,2;4,08;11;< 30;< 0,5;0,13;< 1;0,41;148;3,75;0,61;0,27;0,49;< 20;0;0;77,3
VALUES;CIQUAL30742;Saucisse de Strasbourg, CIQUAL;Saucisse de Strasbourg;Frankfurter;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;834;13,1;173;192;25;< 0,04;1,1;0,0643;1,14;5,57;7;12,5;12,5;1;516;1190;287;0;1190;287;0;0;57;25,9;9,18;11,3;3,09;traces;0;262;0,38;9,4;242;0,2;2,46;0;< 0,15;625;3,58;0;0;70,5
VALUES;CIQUAL30011;Saucisse de Toulouse, cuite, CIQUAL;Saucisse de Toulouse, cuite;Toulouse sausage, cooked;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;686;18,2;141;650;11,5;< 0,1;0,9;< 0,1;2,2;9;8;18,8;18,8;1;0,6;1290;312;< 1;1290;312;0;0;54,9;25,7;9,44;11;3,19;14;< 30;< 0,5;0,35;< 1;405;215;4,4;0,56;0,24;0,41;< 20;0;0;88,5
VALUES;CIQUAL30700;Saucisson à l'ail, CIQUAL;Saucisson à l'ail;Garlic sausage;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;1300;9;174;230;9;0;2,3;0;0;0;7;14,6;14,6;0,7;0;1190;287;0;1190;287;0;0;54,8;25;8,92;10,7;2,87;0;0;0;0;2,5;0,16;0,22;2,6;0;0;0;0;0;0;0
VALUES;CIQUAL30300;Saucisson sec, CIQUAL;Saucisson sec;Sausage;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;1890;31,7;235;529;14,6;111;1,28;0,0987;2,79;< 16;7;26,5;26,5;1,23;0,1;1700;410;0;1700;410;0;0;30,1;33,2;12,5;14,8;3,96;traces;0;0,5;0,61;5;515;0,3;8,36;0;458;1,01;13,4;0;0;98
VALUES;CIQUAL30301;Saucisson sec pur porc, CIQUAL;Saucisson sec pur porc;Pure pork dry sausage;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;5000;26,7;243;525;< 22,2;< 0,2;2;0,4;3,6;11,8;4,1;26,2;26,2;0,1;< 1,9;1660;401;0;1660;401;0;0;35;32,9;12,4;14,6;3,9;0;0;0,55;578;5;448;0,3;8,39;0;0,46;1,03;< 2,4;0;0;97,5
VALUES;CIQUAL8232;Terrine de canard, CIQUAL;Terrine de canard;Duck terrine;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;615;10,1;178;166;40,4;< 0,1;3,1;0,4;2,8;9;11,2;15,2;15,2;3,53;0;1280;310;0;1280;310;0;0;52,8;26,1;9,78;12,2;3,1;2000;0;1,55;0,61;3,2;147;866;6,31;2,15;273;9,63;168;0;0;171
VALUES;CIQUAL28860;Viande des Grisons, CIQUAL;Viande des Grisons;Bündnerfleisch;CIQUAL;Charcuteries et salaisons;Table Ciqual 2012;1580;46,6;278;660;30,8;< 0,1;1,8;0,15;5,9;9;53,8;37,4;37,4;0,62;0,3;849;201;0;849;201;0;0;53,5;5,47;0;0;0;3;0;< 0,5;< 0,01;< 0,5;62;264;11,8;1,33;701;2,39;33,9;0;0;91,9
VALUES;CIQUAL31002;Barre à la noix de coco, enrobée de chocolat, CIQUAL;Barre à la noix de coco, enrobée de chocolat;Bar with coconut, chocolate coated;CIQUAL;Chocolats et produits à base de chocolat;Table Ciqual 2012;96,7;42,7;131;144;81,4;0,6;2,06;0,3;916;1;6,21;3,99;3,99;60,3;48;2030;485;1,43;2030;485;812;1,59;8,2;24,7;18,9;4,18;579;133;11;0,0295;1,77;< 0,583;43;179;283;397;128;215;8,54;0;0,0000715;5,53
VALUES;CIQUAL31071;Barre chocolatée aux fruits secs, CIQUAL;Barre chocolatée aux fruits secs;Chocolate bars with dried fruits;CIQUAL;Chocolats et produits à base de chocolat;Table Ciqual 2012;190;13,6;198;47,3;125;0;54,4;0,4;0,64;2,8;4,96;7,71;7,71;61,3;46,3;2080;496;4,49;2080;496;586;1,22;4,44;24;11,8;6,03;985;1;0;0,03;4,34;0;0,0357;195;0,0837;465;0,0353;0,3;76;0;0;5,55
VALUES;CIQUAL31000;Barre chocolatée biscuitée, CIQUAL;Barre chocolatée biscuitée;Biscuit chocolate bar;CIQUAL;Chocolats et produits à base de chocolat;Table Ciqual 2012;233;40,2;197;120;98,6;299;1,87;184;1,14;< 10;5,84;6,3;6,3;62,2;40,6;2040;488;12,3;2040;488;159;2,8;4,55;23,1;13,3;7,49;1,38;85,5;0;0,0578;3,41;625;89;204;968;456;0,09;0,31;2,31;0;0,0265;8,17
VALUES;CIQUAL31001;Barre chocolatée non biscuitée enrobée, CIQUAL;Barre chocolatée non biscuitée enrobée;Not coated biscuit chocolate bar;CIQUAL;Chocolats et produits à base de chocolat;Table Ciqual 2012;189;32,6;155;42;109;132;3,59;152;718;< 2,2;6,58;4,55;4,55;65,6;59,4;1960;466;1,93;1960;466;204;1,24;7,03;20,3;9,74;8,14;1,57;200;0;46;11,2;0,54;0,0485;223;143;306;0,0366;328;474;0;0,0145;9,48
VALUES;CIQUAL31073;Barre goûter frais au lait et cacao, CIQUAL;Barre goûter frais au lait et cacao;Bar taste fresh milk and cocoa;CIQUAL;Chocolats et produits à base de chocolat;Table Ciqual 2012;50,3;47,2;157;296;174;0,3;0,9;0,3;1,15;< 5;10;8,1;8,1;48,4;33,3;2290;551;5,5;2290;551;0;4,3;2,52;35,1;19,6;10,8;1,88;30,5;23;0,53;2,45;< 0,5;0,07;276;0,37;0,63;0,28;0,39;26,9;0;0;22,9
VALUES;CIQUAL31042;Cacahuètes enrobées de chocolat dragéifiées, CIQUAL;Cacahuètes enrobées de chocolat dragéifiées;Sugar-coated chocolate covered peanuts;CIQUAL;Chocolats et produits à base de chocolat;Table Ciqual 2012;64,6;146;230;117;112;0;64;0;4,09;1;7,24;9,36;9,36;60,5;53,5;2150;514;3,45;2150;514;0;2,73;1,23;25,4;9,76;12;2,54;103;0;36;2,89;1,21;55;0,22;96;519;54;541;5,41;0;0,0395;7,49
VALUES;CIQUAL18100;Cacao, non sucré, poudre soluble, CIQUAL;Cacao, non sucré, poudre soluble;Cocoa, unsweetened, powder soluble;CIQUAL;Chocolats et produits à base de chocolat;Table Ciqual 2012;640;376;693;1510;73;2,33;10,9;2,71;6,87;10,4;2,9;14,8;14,8;39,3;21,3;1670;401;8,45;1670;401;0;20,1;2,83;16;7,5;4,23;377;0;16,3;0;0,56;0;66;227;1,86;2,04;86;393;20;0;0;2,86
VALUES;CIQUAL31009;Chocolat au lait aux céréales croustillantes, tablette, CIQUAL;Chocolat au lait aux céréales croustillantes, tablette;Milk chocolate with crunchy cereals, tablet;CIQUAL;Chocolats et produits à base de chocolat;Table Ciqual 2012;229;58;207;370;155;477;2,65;488;2,29;0;23;7,64;7,64;58,4;50,5;2220;532;7,94;2220;532;0;2,43;0,7;29,2;15,5;8,64;0,78;65;0;0;0;0,6;131;323;672;471;55;0,8;11;0;0;23
VALUES;CIQUAL31018;Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette, CIQUAL;Chocolat au lait aux fruits secs (noisettes, amandes, raisins, praline), tablette;Milk chocolate with nuts (hazelnuts, almonds, raisins, praline), tablet;CIQUAL;Chocolats et produits à base de chocolat;Table Ciqual 2012;108;89,2;136;579;166;1,26;2,32;518;1,12;< 5;17;9,05;9,05;50,8;44,6;2320;556;1,2;2320;556;0;3,09;633;34,5;9,51;10,6;1,19;37;22;< 0,5;6,25;0;0,13;385;0,57;0,8;0,4;0,32;42;0;0;23,5
VALUES;CIQUAL31004;Chocolat au lait, tablette, CIQUAL;Chocolat au lait, tablette;Milk chocolate tablet;CIQUAL;Chocolats et produits à base de chocolat;Table Ciqual 2012;50,9;77,7;230;565;178;423;4,24;338;863;< 10;33,7;7,68;7,68;56,9;50,5;2280;545;1,3;2280;545;0;1,2;0,98;31,6;18,9;9,88;1,11;45;6,5;0;0,84;0;0,1;463;349;581;0,0487;0,41;10,7;0;0;18,2
VALUES;CIQUAL31010;Chocolat blanc, tablette, CIQUAL;Chocolat blanc, tablette;White chocolate tablet;CIQUAL;Chocolats et produits à base de chocolat;Table Ciqual 2012;55;26;230;350;262;traces;0,2;traces;0,9;3;0,8;8;8;57,7;57,1;2300;551;traces;2300;551;0;0;568;32;19,6;9,88;1,06;traces;75;traces;1,14;0;0,08;0,49;0,2;0,59;0,07;traces;10;0;0;23
VALUES;CIQUAL31005;Chocolat noir à 40% de cacao minimum, à pâtisser ou à croquer, tablette, CIQUAL;Chocolat noir à 40% de cacao minimum, à pâtisser ou à croquer, tablette;Dark chocolate with 40% cocoa minimum, to make pastries or chewable tablet;CIQUAL;Chocolats et produits à base de chocolat;Table Ciqual 2012;19,1;84,2;168;474;130;629;17,1;584;1,4;< 2,2;50;4,9;4,9;54,9;40,4;2190;526;4,6;2190;526;0;7,3;< 1,03;30,2;18,1;9,92;975;0;27;< 5;0,55;< 0,5;84;0,14;0,63;0,26;127;0,0467;17;0;0;21,4
VALUES;CIQUAL31074;Chocolat noir à 70% cacao minimum, extra, dégustation, tablette, CIQUAL;Chocolat noir à 70% cacao minimum, extra, dégustation, tablette;Dark chocolate with 70% cocoa minimum, extra tasting tablet;CIQUAL;Chocolats et produits à base de chocolat;Table Ciqual 2012;4,14;206;248;727;60;1,1;10,7;1,4;2,85;< 5;10;9,25;9,25;33,3;21,3;2370;572;5,3;2370;572;0;12,6;565;41,9;30,6;7,25;1,22;0;32;0;0,74;0;0,18;288;0,87;0,26;0,37;0,27;35;0;0;3,16
VALUES;CIQUAL31070;Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette, CIQUAL;Chocolat noir aux fruits secs (noisettes, amandes, raisins, praline), tablette;Dark chocolate with nuts (hazelnuts, almonds, raisins, praline), tablet;CIQUAL;Chocolats et produits à base de chocolat;Table Ciqual 2012;5;140;242;500;95;1;11;0,7;1,5;2,8;0;6,52;6,52;44;40,5;2300;553;0;2300;553;0;8,9;< 1,6;37;18,8;10;2;0;54;2,24;3,96;0;0,1;0,1;0,62;0,5;0,23;0;33,5;0;0;3
VALUES;CIQUAL31030;Chocolat noir, à 70% cacao, extra, dégustation, sans sucres ajoutés, édulcoré, tablette, CIQUAL;Chocolat noir, à 70% cacao, extra, dégustation, sans sucres ajoutés, édulcoré, tablette;Dark chocolate, 70% cocoa, extra, tasting, no added sugar, sweetened, tablet;CIQUAL;Chocolats et produits à base de chocolat;Table Ciqual 2012;0,00633;149;233;700;60;1,1;10,7;1,4;2,8;3,5;50;7,37;7,37;36,8;2;2740;660;0;2740;660;28,5;10,1;0,6;43,9;26,3;14,4;1,42;0;32;0;0,74;0;0,18;0,29;0,87;0,26;0,37;0,27;35;0;0;3,3
VALUES;CIQUAL31041;Confiserie au chocolat dragéifiée, CIQUAL;Confiserie au chocolat dragéifiée;Sugar-coated chocolate confectionery;CIQUAL;Chocolats et produits à base de chocolat;Table Ciqual 2012;124;40,5;292;74,9;231;0;12,5;0,8;966;0;7,87;7,09;7,09;65;57,8;2120;505;942;2120;505;0,00133;1,28;1,8;23,8;14,3;7,5;1,06;22,9;0;309;4,5;949;0,0573;0,28;58;495;53;454;4,33;0;46;12,1
VALUES;CIQUAL31032;Pâte à tartiner chocolat et noisette, CIQUAL;Pâte à tartiner chocolat et noisette;Spread chocolate and hazelnut;CIQUAL;Chocolats et produits à base de chocolat;Table Ciqual 2012;42,7;88;172;482;106;1,23;2,9;552;999;< 10;12,5;6,64;6,63;58,2;57,6;2200;527;587;2200;527;0;4;914;28,9;8,47;15,7;3,64;0;0,5;0;6,6;< 1;0,0483;0,25;476;357;94;0,26;12;0;0;2,5
VALUES;CIQUAL18105;Poudre cacaotée sucrée pour boisson, enrichie, CIQUAL;Poudre cacaotée sucrée pour boisson, enrichie;Powder Chocolate Milkshake sweet beverage, enriched;CIQUAL;Chocolats et produits à base de chocolat;Table Ciqual 2012;3;72;120;1220;34,5;0,77;2,2;1,1;1,8;1,5;35;3,5;3,5;82,9;80;1610;380;2,91;1610;380;0;5,3;2;2,63;1,59;795;144;0;0;0;0,1;30;0,5;0,6;1,75;1,45;0,8;0,1;31;0;0;0
VALUES;CIQUAL5003;Cidre (aliment moyen), CIQUAL;Cidre (aliment moyen);Cider (average food);CIQUAL;Cidres et similaires;Table Ciqual 2012;3,48;3,44;3;117;7,05;22;0,84;0,00292;0,0209;591;0,7;0;0;2,75;2,75;126;30,2;0;126;30,2;0;0,5;93,9;0;0;0;0;0;0;0;0;14,1;0;0;0;0;0;0;0;2,6;0;0
VALUES;CIQUAL5006;Cidre brut, CIQUAL;Cidre brut;Cider;CIQUAL;Cidres et similaires;Table Ciqual 2012;3,98;3,21;3;120;5,46;0,0238;0,84;< 0,0057;0,0216;< 2,2;0,7;0;0;2,35;2,35;137;32,8;0;137;32,8;0;0,5;93,7;0;0;0;0;0;traces;0;0;14,1;0;0;0;0;0;0;0;3,2;0;0
VALUES;CIQUAL5007;Cidre doux, CIQUAL;Cidre doux;Sweet cider;CIQUAL;Cidres et similaires;Table Ciqual 2012;2,9;3,7;3;114;8,9;0,02;0,84;3;0,02;0;0,7;0;0;3,21;3,21;114;27,1;0;114;27,1;0;0,5;94,1;0;0;0;0;0;traces;0;0;14,1;0;0;0;0;0;0;0;1,9;0;0
VALUES;CIQUAL5020;Cidre traditionnel, CIQUAL;Cidre traditionnel;Traditional cider;CIQUAL;Cidres et similaires;Table Ciqual 2012;3,7;3,8;3;120;9,9;0,02;0,74;3;0,02;0;0,7;0;0;1,81;1,81;128;30,6;0;128;30,6;0;0,5;94,2;0;0;0;0;0;0;0;0;14,1;0;0;0;0;0;0;0;3,2;0;0
VALUES;CIQUAL1007;Apéritif à base de vin ou vermouth, CIQUAL;Apéritif à base de vin ou vermouth;Aperitif wine or vermouth;CIQUAL;Cocktails;Table Ciqual 2012;12,7;9;6,25;75;10;traces;0,8;0,15;0,0175;traces;1,2;0;0;11,4;11,4;556;133;0;556;133;0;0;75,9;0;0;0;0;0;0;0;0;0;0;0;0,0433;0;0,00667;0,01;0;12,5;0;0
VALUES;CIQUAL1011;Apéritif anisé sans alcool, CIQUAL;Apéritif anisé sans alcool;Alcohol-free aniseed aperitif;CIQUAL;Cocktails;Table Ciqual 2012;12,7;0,33;0;3,9;1,83;4;0;0;0,03;0;1,2;0,02;0,02;0,05;0,03;2,3;0,55;0;2,3;0,55;0;0;99,9;0,03;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0
VALUES;CIQUAL2008;Cocktail sans alcool (à base de jus de fruits et de sirop), CIQUAL;Cocktail sans alcool (à base de jus de fruits et de sirop);Mocktail (based on fruit juice and syrup);CIQUAL;Cocktails;Table Ciqual 2012;2,24;8,31;10,9;132;12,8;0,0354;105;43;34;358;5,43;443;443;12,4;10,8;226;53,3;0;226;53,3;0;364;86,4;134;0,00772;0,0108;0,0126;0;75;0;0,2;27,7;0,0456;0,0186;182;115;0,0317;0;18;0;0;0
VALUES;CIQUAL1018;Kir (au vin blanc), CIQUAL;Kir (au vin blanc);Kir (white wine);CIQUAL;Cocktails;Table Ciqual 2012;1,56;5,09;18;108;6,88;0,0802;668;< 0,0044;0,0824;< 2,2;965;179;179;6,72;5,55;374;89,7;0;374;89,7;0;0,65;83,5;0;0;0;0;0;8,7;0;137;18,4;0,0068;0,0195;124;0,0818;0,03;0;3,97;8,68;0;0
VALUES;CIQUAL1019;Kir royal (au champagne), CIQUAL;Kir royal (au champagne);Kir Royal (Champagne);CIQUAL;Cocktails;Table Ciqual 2012;1,56;5,09;11;91,4;6,88;0,0802;561;< 0,0044;0,0824;< 2,2;777;0,1;0,1;7,47;5,66;398;95,3;0;398;95,3;0;0,65;82,5;0;0;0;0;0;8,7;0;137;18,4;0,0027;0,0154;121;0,0668;0,0259;0;3,77;9,1;0;0
VALUES;CIQUAL5004;Panaché (bière + limonade), CIQUAL;Panaché (bière + limonade);Shandy (beer + lemonade);CIQUAL;Cocktails;Table Ciqual 2012;2,07;361;9,95;18,9;< 0,765;< 0,0008;0,0575;< 0,1;< 0,0163;< 2,2;867;0,22;0,22;5,4;5,4;153;36,3;0;153;36,3;0;0;92,2;15;0;0;0;0;0;0;0;0,08;0,0065;36;311;0,0648;22;0,0375;3,23;1,95;0;0
VALUES;CIQUAL1010;Pastis, prêt à boire (1+ 5), CIQUAL;Pastis, prêt à boire (1+ 5);Pastis, ready to drink (1 + 5);CIQUAL;Cocktails;Table Ciqual 2012;3,53;1,62;0;< 0,85;21,1;< 0,0015;0,0291;34;< 0,0185;< 10;1;0;0;0,5;0;182;44;0;182;44;0;0;93,5;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;6;0;0
