PATH;/Temp/MP;;;;;;;
TYPE;bcpg:rawMaterial;;;;;;;
MAPPING;Ciqual;;;;;;;
COLUMNS;bcpg:code;cm:name;bcpg:legalName;bcpg:legalName_fr;bcpg:legalName_en;bcpg:productHierarchy1;bcpg:productHierarchy2;supplier
VALUES;MP18002;Boisson cacaotée sucrée, au lait;Boisson cacaotée sucrée, au lait;Boisson cacaotée sucrée, au lait;Cocoa drink, with milk;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18004;Café noir, non sucré;Café noir, non sucré;Café noir, non sucré;Coffee, black, unsweetened;Boissons sans alcool;Café, thé, infusions, boissons au cacao;Table Ciqual 2008
VALUES;MP18005;Café, poudre soluble;Café, poudre soluble;Café, poudre soluble;Coffee powder, instant;Boissons sans alcool;Café, thé, infusions, boissons au cacao;Table Ciqual 2008
VALUES;MP18008;Eau de source, embouteillée (aliment moyen);Eau de source, embouteillée (aliment moyen);Eau de source, embouteillée (aliment moyen);Water, bottled (average);Boissons sans alcool;Eaux;Table Ciqual 2008
VALUES;MP18009;Eau minérale embouteillée, faiblement minéralisée (aliment moyen);Eau minérale embouteillée, faiblement minéralisée (aliment moyen);Eau minérale embouteillée, faiblement minéralisée (aliment moyen);Water, bottled, low mineral (average);Boissons sans alcool;Eaux;Table Ciqual 2008
VALUES;MP18010;Limonade ou clear lime, sucrée;Limonade ou clear lime, sucrée;Limonade ou clear lime, sucrée;Carbonated beverage, lemon or clear lime, sweetened;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18011;Noix de coco, eau;Noix de coco, eau;Noix de coco, eau;Coconut water (liquid from coconuts);Jus et nectars;Jus et nectars;Table Ciqual 2008
VALUES;MP18017;Sirop type menthe ou fraise;Sirop type menthe ou fraise;Sirop type menthe ou fraise;Fruit syrup;Boissons sans alcool;Préparations pour boissons sans alcool;Table Ciqual 2008
VALUES;MP18018;Soda au cola, sucré;Soda au cola, sucré;Soda au cola, sucré;Carbonated beverage, cola;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18019;Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée;Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée;Boisson gazeuse aux fruits (de 10 à 50% de jus), sucrée;Carbonated beverage, fruit (10-50% fruit juice), sweetened;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18020;Thé infusé, non sucré;Thé infusé, non sucré;Thé infusé, non sucré;Tea, unsweetened;Boissons sans alcool;Café, thé, infusions, boissons au cacao;Table Ciqual 2008
VALUES;MP18022;Tisane infusée, non sucré;Tisane infusée, non sucré;Tisane infusée, non sucré;Infusion, unsweetened;Boissons sans alcool;Café, thé, infusions, boissons au cacao;Table Ciqual 2008
VALUES;MP18026;Soda sans jus de fruit, sucré;Soda sans jus de fruit, sucré;Soda sans jus de fruit, sucré;Carbonated beverage, sweetened soda;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18027;Eau minérale (ou de source) aromatisée, arôme autre qu'agrumes;Eau minérale (ou de source) aromatisée, arôme autre qu'agrumes;Eau minérale (ou de source) aromatisée, arôme autre qu'agrumes;Water, bottled, flavoured, other than citrus;Boissons sans alcool;Eaux;Table Ciqual 2008
VALUES;MP18029;Boisson rafraîchissante sans alcool (aliment moyen);Boisson rafraîchissante sans alcool (aliment moyen);Boisson rafraîchissante sans alcool (aliment moyen);Non-alcoholic beverage (average);Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18035;Limonade ou clear lime, ''light'';Limonade ou clear lime, ''light'';Limonade ou clear lime, ''light'';Carbonated beverage, lemon or clear lime, artificial sweetener;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18037;Soda au cola, à teneur réduite en sucre;Soda au cola, à teneur réduite en sucre;Soda au cola, à teneur réduite en sucre;Carbonated beverage, cola, low sugar;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18041;Noix de coco, ''lait'';Noix de coco, ''lait'';Noix de coco, ''lait'';Coconut milk (liquid expressed from grated meat and water);Jus et nectars;Jus et nectars;Table Ciqual 2008
VALUES;MP18044;Eau minérale (aliment moyen);Eau minérale (aliment moyen);Eau minérale (aliment moyen);Water, mineral, bottled (average);Boissons sans alcool;Eaux;Table Ciqual 2008
VALUES;MP18045;Eau minérale plate (aliment moyen);Eau minérale plate (aliment moyen);Eau minérale plate (aliment moyen);Water, mineral, non-carbonated, bottled (average);Boissons sans alcool;Eaux;Table Ciqual 2008
VALUES;MP18046;Eau minérale gazeuse (aliment moyen);Eau minérale gazeuse (aliment moyen);Eau minérale gazeuse (aliment moyen);Water, mineral, carbonated, bottled (average);Boissons sans alcool;Eaux;Table Ciqual 2008
VALUES;MP18047;Eau minérale (ou de source) aromatisée agrumes;Eau minérale (ou de source) aromatisée agrumes;Eau minérale (ou de source) aromatisée agrumes;Water, bottled, flavoured, citrus;Boissons sans alcool;Eaux;Table Ciqual 2008
VALUES;MP18049;Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée;Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée;Boisson gazeuse aux fruits (à moins de 10% de jus), sucrée;Carbonated beverage, fruit (<10% fruit juice), sweetened;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18050;Boisson gazeuse aux fruits (à moins de 10% de jus), à teneur réduite en sucre;Boisson gazeuse aux fruits (à moins de 10% de jus), à teneur réduite en sucre;Boisson gazeuse aux fruits (à moins de 10% de jus), à teneur réduite en sucre;Carbonated beverage, fruit (<10% fruit juice), reduced sugar;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18058;Sirop, dilué;Sirop, dilué;Sirop, dilué;Syrup, diluted;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18060;Soda au cola, ''light'';Soda au cola, ''light'';Soda au cola, ''light'';Carbonated beverage, cola, diet;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18065;Boisson au thé, aromatisée, ''light'';Boisson au thé, aromatisée, ''light'';Boisson au thé, aromatisée, ''light'';Tea flavoured beverage, light;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18066;Eau du robinet;Eau du robinet;Eau du robinet;Water, municipal;Boissons sans alcool;Eaux;Table Ciqual 2008
VALUES;MP18070;Café décaféiné, non sucré;Café décaféiné, non sucré;Café décaféiné, non sucré;Coffee, decaffeinated, unsweetened;Boissons sans alcool;Café, thé, infusions, boissons au cacao;Table Ciqual 2008
VALUES;MP18071;Café expresso, non sucré;Café expresso, non sucré;Café expresso, non sucré;Coffee expresso, unsweetened;Boissons sans alcool;Café, thé, infusions, boissons au cacao;Table Ciqual 2008
VALUES;MP18072;Café décaféiné, soluble reconstitué, non sucré;Café décaféiné, soluble reconstitué, non sucré;Café décaféiné, soluble reconstitué, non sucré;Coffee, decaffeinated, instant, unsweetened;Boissons sans alcool;Café, thé, infusions, boissons au cacao;Table Ciqual 2008
VALUES;MP18073;Café soluble reconstitué, non sucré;Café soluble reconstitué, non sucré;Café soluble reconstitué, non sucré;Coffee, instant, reconstituted;Boissons sans alcool;Café, thé, infusions, boissons au cacao;Table Ciqual 2008
VALUES;MP18075;Boisson au thé, aromatisée, sucrée;Boisson au thé, aromatisée, sucrée;Boisson au thé, aromatisée, sucrée;Tea flavoured beverage, sweetened;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18100;Cacao, non sucré, poudre soluble;Cacao, non sucré, poudre soluble;Cacao, non sucré, poudre soluble;Cocoa powder, unsweetened;Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP18101;Poudre cacaotée sucrée pour boisson (poudre ou granulés);Poudre cacaotée sucrée pour boisson (poudre ou granulés);Poudre cacaotée sucrée pour boisson (poudre ou granulés);Beverage base, chocolat flavoured, sweetened (powder);Boissons sans alcool;Café, thé, infusions, boissons au cacao;Table Ciqual 2008
VALUES;MP18102;Poudre maltée, cacaotée et sucrée pour boisson;Poudre maltée, cacaotée et sucrée pour boisson;Poudre maltée, cacaotée et sucrée pour boisson;Beverage base, malted, sweetened (powder);Boissons sans alcool;Café, thé, infusions, boissons au cacao;Table Ciqual 2008
VALUES;MP18104;Boisson cacaotée sucrée, soluble reconstituée;Boisson cacaotée sucrée, soluble reconstituée;Boisson cacaotée sucrée, soluble reconstituée;Chocolate flavoured beverage, sweetened, prepared;Boissons sans alcool;Café, thé, infusions, boissons au cacao;Table Ciqual 2008
VALUES;MP18105;Poudre cacaotée sucrée pour boisson, enrichie;Poudre cacaotée sucrée pour boisson, enrichie;Poudre cacaotée sucrée pour boisson, enrichie;Chocolate flavored beverage base, fortified;Sucres et confiseries;Chocolats et produits à base de chocolat;Table Ciqual 2008
VALUES;MP18106;Boisson cacaotée sucrée, enrichie en vitamines, soluble reconstituée;Boisson cacaotée sucrée, enrichie en vitamines, soluble reconstituée;Boisson cacaotée sucrée, enrichie en vitamines, soluble reconstituée;Chocolate flavoured beverage, sweetened, vit. fortif, prepared;Boissons sans alcool;Café, thé, infusions, boissons au cacao;Table Ciqual 2008
VALUES;MP18150;Chicorée et café, poudre soluble;Chicorée et café, poudre soluble;Chicorée et café, poudre soluble;Coffee with chicory powder, instant;Boissons sans alcool;Café, thé, infusions, boissons au cacao;Table Ciqual 2008
VALUES;MP18151;Café au lait, café crème ou cappuccino, non sucré;Café au lait, café crème ou cappuccino, non sucré;Café au lait, café crème ou cappuccino, non sucré;Coffee with milk or cappuccino, unsweetened;Boissons sans alcool;Café, thé, infusions, boissons au cacao;Table Ciqual 2008
VALUES;MP18152;Chicorée, poudre soluble;Chicorée, poudre soluble;Chicorée, poudre soluble;Chicory powder, instant;Boissons sans alcool;Café, thé, infusions, boissons au cacao;Table Ciqual 2008
VALUES;MP18153;Chicorée et café, soluble reconstitué avec lait demi-écrémé;Chicorée et café, soluble reconstitué avec lait demi-écrémé;Chicorée et café, soluble reconstitué avec lait demi-écrémé;Coffee with chicory, reconstituted;Boissons sans alcool;Café, thé, infusions, boissons au cacao;Table Ciqual 2008
VALUES;MP18220;Citron ou Lime, préparation à diluer, sans sucre;Citron ou Lime, préparation à diluer, sans sucre;Citron ou Lime, préparation à diluer, sans sucre;Lemon beverage base;Boissons sans alcool;Préparations pour boissons sans alcool;Table Ciqual 2008
VALUES;MP18301;Boisson gazeuse à l'orange avec pulpe (environ 14% de fruits), sucrée;Boisson gazeuse à l'orange avec pulpe (environ 14% de fruits), sucrée;Boisson gazeuse à l'orange avec pulpe (environ 14% de fruits), sucrée;Carbonated beverage, orange with pulp (14% fruit), sweetened;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18304;Boisson plate aux fruits (10 à 50% de jus), à teneur réduite en sucre;Boisson plate aux fruits (10 à 50% de jus), à teneur réduite en sucre;Boisson plate aux fruits (10 à 50% de jus), à teneur réduite en sucre;Fruit still drink (10-50% fruit juice), reduced sugar;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18309;Boisson plate tout type de fruits (teneur en jus non spécifiée), sucrée;Boisson plate tout type de fruits (teneur en jus non spécifiée), sucrée;Boisson plate tout type de fruits (teneur en jus non spécifiée), sucrée;Fruit juice drink, sweetened;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18311;Boisson plate à l'orange (teneur en jus non spécifiée);Boisson plate à l'orange (teneur en jus non spécifiée);Boisson plate à l'orange (teneur en jus non spécifiée);Orange still drink;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18330;Boisson plate aux fruits exotiques (10 à 50% de jus), sucrée;Boisson plate aux fruits exotiques (10 à 50% de jus), sucrée;Boisson plate aux fruits exotiques (10 à 50% de jus), sucrée;Fruit still drink (10-50% juice), tropical fruit, sweetened;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18340;Boisson gazeuse aux fruits (à moins de 10% de jus), ''light'';Boisson gazeuse aux fruits (à moins de 10% de jus), ''light'';Boisson gazeuse aux fruits (à moins de 10% de jus), ''light'';Carbonated beverage, fruit (<10% fruit juice), artificial sweetener;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18341;Boisson gazeuse à la pomme (de 50 à 99% de fruits), sans sucre ajouté;Boisson gazeuse à la pomme (de 50 à 99% de fruits), sans sucre ajouté;Boisson gazeuse à la pomme (de 50 à 99% de fruits), sans sucre ajouté;Carbonated beverage, apple (50-99% juice), no sugar added;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18342;Boisson plate à l'orange (10 à 50% de jus), sucrée;Boisson plate à l'orange (10 à 50% de jus), sucrée;Boisson plate à l'orange (10 à 50% de jus), sucrée;Fruit still drink (10-50% juice), orange, sweetened;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18343;Boisson au jus de fruit et au lait;Boisson au jus de fruit et au lait;Boisson au jus de fruit et au lait;Fruit juice and milk beverage;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18344;Tonic;Tonic;Tonic;Carbonated beverage, tonic water;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18350;Boisson diététique pour le sport;Boisson diététique pour le sport;Boisson diététique pour le sport;Sports drink;Denrées destinées à une alimentation particulière;Denrées destinées à une alimentation particulière;Table Ciqual 2008
VALUES;MP18351;Boisson énergisante;Boisson énergisante;Boisson énergisante;Energy drink;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP18900;Tonyu (boisson au soja), nature;Tonyu (boisson au soja), nature;Tonyu (boisson au soja), nature;Soya drink, plain;Boissons sans alcool;Boissons rafraîchissantes sans alcool;Table Ciqual 2008
VALUES;MP19011;Lait de croissance infantile;Lait de croissance infantile;Lait de croissance infantile;Milk, junior, fluid;Produits laitiers et entremets;Aliments lactés diététiques;Table Ciqual 2008
VALUES;MP19021;Lait en poudre, entier;Lait en poudre, entier;Lait en poudre, entier;Milk, whole, dried;Produits laitiers et entremets;Laits;Table Ciqual 2008
VALUES;MP19023;Lait entier, UHT;Lait entier, UHT;Lait entier, UHT;Milk, whole, UHT pasteurized;Produits laitiers et entremets;Laits;Table Ciqual 2008
VALUES;MP19024;Lait entier, pasteurisé;Lait entier, pasteurisé;Lait entier, pasteurisé;Milk, whole, pasteurized;Produits laitiers et entremets;Laits;Table Ciqual 2008
VALUES;MP19026;Lait entier concentré non sucré;Lait entier concentré non sucré;Lait entier concentré non sucré;Milk, whole, evaporated;Produits laitiers et entremets;Laits;Table Ciqual 2008
VALUES;MP19027;Lait entier concentré sucré;Lait entier concentré sucré;Lait entier concentré sucré;Milk, whole, condensed, sweetened;Produits laitiers et entremets;Laits;Table Ciqual 2008
VALUES;MP19041;Lait demi-écrémé, UHT;Lait demi-écrémé, UHT;Lait demi-écrémé, UHT;Milk, semi-skimmed, UHT pasteurized;Produits laitiers et entremets;Laits;Table Ciqual 2008
VALUES;MP19042;Lait demi-écrémé, pasteurisé;Lait demi-écrémé, pasteurisé;Lait demi-écrémé, pasteurisé;Milk, semi-skimmed, pasteurized;Produits laitiers et entremets;Laits;Table Ciqual 2008
VALUES;MP19044;Lait en poudre, demi-écrémé;Lait en poudre, demi-écrémé;Lait en poudre, demi-écrémé;Milk, semi-skimmed, dried;Produits laitiers et entremets;Laits;Table Ciqual 2008
VALUES;MP19045;Lait demi-écrémé à teneur garantie en vitamines, UHT;Lait demi-écrémé à teneur garantie en vitamines, UHT;Lait demi-écrémé à teneur garantie en vitamines, UHT;Milk, semi-skimmed, vitamin fortified, UHT pasteurized;Produits laitiers et entremets;Laits;Table Ciqual 2008
VALUES;MP19046;Lait demi-écrémé à teneur garantie en protéines et vitamines, enrichi en minéraux, UHT;Lait demi-écrémé à teneur garantie en protéines et vitamines, enrichi en minéraux, UHT;Lait demi-écrémé à teneur garantie en protéines et vitamines, enrichi en minéraux, UHT;Milk, semi-skimmed, enriched proteins + vitamines + minerals, UHT;Produits laitiers et entremets;Laits;Table Ciqual 2008
VALUES;MP19050;Lait écrémé, UHT;Lait écrémé, UHT;Lait écrémé, UHT;Milk, skimmed, UHT pasteurized;Produits laitiers et entremets;Laits;Table Ciqual 2008
VALUES;MP19051;Lait écrémé, pasteurisé;Lait écrémé, pasteurisé;Lait écrémé, pasteurisé;Milk, skimmed, pasteurized;Produits laitiers et entremets;Laits;Table Ciqual 2008
VALUES;MP19054;Lait en poudre, écrémé;Lait en poudre, écrémé;Lait en poudre, écrémé;Milk, skimmed, dried;Produits laitiers et entremets;Laits;Table Ciqual 2008
VALUES;MP19055;Lait écrémé à teneur garantie en vitamines, UHT;Lait écrémé à teneur garantie en vitamines, UHT;Lait écrémé à teneur garantie en vitamines, UHT;Milk, skimmed, vitamin fortified, UHT pasteurized;Produits laitiers et entremets;Laits;Table Ciqual 2008
VALUES;MP19110;Lait partiellement écrémé, aromatisé, UHT;Lait partiellement écrémé, aromatisé, UHT;Lait partiellement écrémé, aromatisé, UHT;Milk, semi-skimmed, flavored;Produits laitiers et entremets;Laits;Table Ciqual 2008
VALUES;MP19122;Lait partiellement écrémé, aromatisé au chocolat, UHT;Lait partiellement écrémé, aromatisé au chocolat, UHT;Lait partiellement écrémé, aromatisé au chocolat, UHT;Milk, semi-skimmed, chocolate flavored;Produits laitiers et entremets;Laits;Table Ciqual 2008
VALUES;MP19127;Lait partiellement écrémé, aromatisé à la fraise, UHT;Lait partiellement écrémé, aromatisé à la fraise, UHT;Lait partiellement écrémé, aromatisé à la fraise, UHT;Milk, semi-skimmed, strawberry flavored;Produits laitiers et entremets;Laits;Table Ciqual 2008
VALUES;MP19200;Lait de chèvre, entier, UHT;Lait de chèvre, entier, UHT;Lait de chèvre, entier, UHT;Goat milk, whole, UHT pasteurized;Produits laitiers et entremets;Laits;Table Ciqual 2008
