COLUMNS;cm:name;id;bcpg:supplier;bcpg:productState;Water;Total nitrogen;Protein;Total lipid (fat);Carbohydrate, by difference;Energy kcal;Energy kJ;Starch;Oligosaccharide;Sugars, total;Glucose;Galactose;Fructose;Sucrose;Maltose;Lactose;Alcohol (ethanol);NSP Fiber;Fiber, total dietary;Fatty acids, total saturated;Total omega 6 fatty acids;Total omega 3 fatty acids;Fatty acids, total monounsaturated;Fatty acids, total polyunsaturated;Total trans fatty acids;Cholesterol;Sodium, Na;Potassium, K;Calcium, Ca;Magnesium, Mg;Phosphorus, P;Iron, Fe;Copper;Zinc, Zn;Chloride;Manganese;Selenium;Iodine;Retinol;Beta-carotene;Vitamin A retinol equivalents;Vitamin D;Vitamin E;Vitamin K (phylloquinone);Thiamin;Riboflavin;Niacin;Tryptophan/60;Niacine (derived equivalents);Vitamin B-6;Vitamin B-12;Food Folate;Panto acid;Vitamin B7 (Biotin);Vitamin C, total ascorbic acid
VALUES; Dal Dhokari, fait maison;15-511;CoFID Table;ToValidate;67.1;0.92;5.6;3.3;19.2;123;521;17.6;0.4;1.2;0;;0;1;0;0;;;;0.51;0;0;1.37;1.1;;0;342;333;34;42;106;2;0.29;0.9;527;0.75;;;0;26;4;0;;;0.17;0.03;1.4;0.7;2.1;0.07;0;15;0.16;;1
VALUES; Prunes, chair et peau, crues;14-077;CoFID Table;ToValidate;77.5;0.08;0.5;;9.6;38;162;0;;9.6;5.2;;3.4;1;0;0;0;1.8;;;0;0;;;;0;2;290;24;11;16;0.4;0.08;0.1;;;;;0;295;49;0;0.7;;0.1;0.03;0.3;0.1;0.4;0.05;0;3;0.27;0.1;5
VALUES; Prunes, chair et peau, crues, pesées avec des pierres;14-078;CoFID Table;ToValidate;69.7;0.07;0.5;;8.6;34;146;0;;8.6;4.7;;3.1;0.9;0;0;0;1.6;;;0;0;;;0;0;2;260;22;10;14;0.4;0.07;0.1;;;;;0;265;44;0;0.6;;0.09;0.03;0.3;0.1;0.4;0.05;0;3;0.24;0.1;5
VALUES; Damson, mijoté avec du sucre;14-079;CoFID Table;ToValidate;70.6;0.07;0.4;;19.3;74;316;0;;19.3;4.9;;3.4;11.1;0;0;0;1.5;;;0;0;;;0;0;1;240;19;9;13;0.3;0.07;0.1;;;;;0;240;40;0;0.57;;0.06;0.02;0.2;0.1;0.3;0.03;0;;0.17;0.1;3
VALUES; Damson, cuit avec du sucre, pesé avec des pierres;14-080;CoFID Table;ToValidate;64.9;0.06;0.4;;17.6;68;288;0;;17.6;4.4;;3.1;10.2;0;0;;1.4;;;0;0;;;;0;1;220;17;8;12;0.3;0.06;0.1;;;;;0;220;37;0;0.52;;0.05;0.02;0.2;0.1;0.3;0.03;0;;0.16;0.1;3
VALUES; Damson, mijoté sans sucre;14-081;CoFID Table;ToValidate;79.5;0.07;0.5;;8.7;34;147;0;;8.7;4.8;;3.1;0.8;0;0;;1.6;;;0;0;;;;0;1;260;21;9;14;0.4;0.07;0.1;;;;;0;270;44;0;0.64;;0.07;0.02;0.2;0.1;0.3;0.04;0;;0.18;0.1;3
VALUES; Damson, cuit sans sucre, pesé avec des pierres;14-082;CoFID Table;ToValidate;72.3;0.06;0.4;;7.9;31;133;0;;7.9;4.3;;2.9;0.7;0;0;;1.5;;;0;0;;;;0;1;240;19;8;13;0.3;0.06;0.1;;;;;0;245;41;0;0.58;;0.06;0.02;0.2;0.1;0.3;0.04;0;;0.16;0.1;3
VALUES;Dattes séchées, chair et peau;14-394;CoFID Table;ToValidate;16;0.38;2.4;0.6;58.7;235;1002;0.7;;58;28.1;0;29.9;;0;0;0;4;7.5;0.3;0;0;0.3;;0;0;11;727;68;55;68;2.21;0.26;0.4;370;0.68;3;17;0;10;2;0;0.93;;0.07;0.09;1.8;1.5;3.3;0.19;0;13;0.78;1.5;
VALUES; Dattes séchées, chair et peau, pesées avec des cailloux;14-399;CoFID Table;ToValidate;13.4;0.32;2;0.5;49.3;197;841;0.6;;48.7;23.6;0;25.1;;0;0;0;3.4;6.3;0.25;0;0;0.25;;0;0;9;611;57;46;57;1.86;0.22;0.4;311;0.57;2;15;0;8;1;0;0.78;;0.06;0.08;1.5;1.3;2.8;0.16;0;11;0.66;1.2;
VALUES; Dattes, crues, chair et peau;14-083;CoFID Table;ToValidate;60.7;0.24;1.5;0.1;31.3;124;530;0;;31.3;16.2;;15.1;;0;0;0;1.8;;;0;0;;;0;0;7;410;24;24;28;0.3;0.12;0.2;210;0.2;1;;0;18;3;0;;5.6;0.06;0.07;0.7;0.7;1.4;0.12;0;25;0.21;;14
VALUES; Dattes, crues, chair et peau, pesées avec des cailloux;14-084;CoFID Table;ToValidate;52.2;0.21;1.3;0.1;26.9;107;456;0;;26.9;13.9;;13;;0;0;0;1.5;;;0;0;;;0;0;6;350;21;21;24;0.3;0.1;0.2;180;0.2;1;;0;15;3;0;;;0.05;0.06;0.6;0.6;1.2;0.1;0;21;0.18;;12
VALUES; Desserts, produits laitiers, chocolat;12-398;CoFID Table;ToValidate;58.8;0.68;4.3;10.7;26.7;214;896;2.7;;24;0.4;0;0.2;17.3;0.7;5.4;0;;;6.26;300;60;3.27;0.39;0.46;21.1;74;195;135;20;125;0.44;0.07;0.5;;0.06;1;26;83;52;92;;0.52;;0.04;0.28;0.2;1;1.2;0.03;0.6;1;0.5;1.9;
VALUES; Reins farcis, faits maison;19-576;CoFID Table;ToValidate;74.3;2.24;13.7;7.7;1.4;129;542;0.1;;1.5;0.3;;0.4;0.2;0;0.4;;0.3;0.3;3.09;0;0;2.66;1.13;0.13;245.2;189;338;31;21;239;4.5;0.53;2.1;324;0.18;;;126;81;140;;0.97;;0.28;1.5;6.1;2.8;8.9;0.44;10.2;9;2.9;27.2;5
VALUES; graines d'aneth;13-826;CoFID Table;ToValidate;7.7;2.56;16;14.5;;;;;;;;0;;;0;0;;;;0.7;0;0;9.4;1;;0;20;1190;1520;260;280;16.3;0.78;4.5;;1.8;;;0;32;5;0;;;0.42;0.28;2.8;;;;0;0;;;0
VALUES; Aneth séché;13-825;CoFID Table;ToValidate;7.3;3.19;19.9;4.4;42.2;253;1057;4.6;;37.6;14.1;0;9.4;14.1;0;0;;13.6;;;0;0;;;;0;210;3310;1780;450;540;48.8;0.49;3.3;;3.9;;;0;33260;5545;0;9.27;;0.42;0.28;2.8;;;1.46;0;0;;;0
VALUES; Aneth, frais;13-824;CoFID Table;ToValidate;83.9;0.59;3.7;0.8;0.9;25;107;0.1;;0.8;0.3;0;0.2;0.3;0;0;;2.5;;;0;0;;;;0;26;750;340;44;85;3.2;;1.8;;;2;;0;6100;1015;0;1.7;;0.18;0.58;2.1;;;;0;36;;;86
VALUES; Trempettes à base de crème sure, saveurs assorties;17-299;CoFID Table;ToValidate;54.1;0.46;2.9;37;4;360;1482;;;2;0.9;0;0.7;0.4;;;0;;;;0;0;;;;60;330;130;72;10;79;0.4;0.98;0.9;;0.1;;;;;;;;;;;;;;;;;;;
VALUES; Trempettes à base de crème sure, réduites en gras;17-677;CoFID Table;ToValidate;74;0.61;3.9;15.2;7.3;180;746;4;;3.4;;;;;;;0;0.1;0.1;4.4;0;0;;;;;150;175;97;13;106;0.54;1.32;1.2;230;0.13;;;;;;;;;;;;;;;;;;;
VALUES; Doner kebab dans du pain pitta avec salade;19-526;CoFID Table;ToValidate;54.8;2.29;14.1;16;12.5;248;1033;11.5;;1.1;0.3;;0.3;;0.4;0;0;0.9;0.9;7.54;0;0;5.9;1.08;1.32;47;;276;49;20;133;1.5;0.09;2.2;;0.17;3;2;;17;3;0.3;0.46;;0.17;0.16;3.5;3;6.5;0.11;1;25;0.6;1.2;0
VALUES; Döner kebabs, viande uniquement;19-539;CoFID Table;ToValidate;42;3.76;23.5;31.4;0;377;1561;0;;0;0;0;0;0;0;0;0;0;0;14.98;900;450;11.76;1.89;2.63;94;;350;23;25;210;2.1;0.11;4;;0.06;6;4;;;;0.6;0.56;;0.11;0.25;5.8;4.9;10.7;0.2;2;7;1.1;2;0
VALUES; Dosa, garniture, légumes, maison;15-513;CoFID Table;ToValidate;77.4;0.3;1.8;6.3;10.2;97;404;5.2;0.9;4.1;1.6;0;1.4;0.9;0;0;;1.5;;0.74;0;0;3.28;1.92;;0;446;309;24;16;47;1.03;0.06;0.3;730;0.17;1;4;0;321;54;0;;;0.14;0.01;0.9;0.4;0.3;0.23;0;15;0.26;1;7
VALUES; Beignets, anneau, glacés;11-850;CoFID Table;ToValidate;21.3;1.03;5.8;25.7;42.3;413;1728;26.2;;16.2;1.7;;0.8;13.7;;;0;1.4;2.7;14.14;2150;120;7.94;2.26;0.11;8.9;326;202;55;22;154;1;;0.6;260;0.38;6;;;;;;2.43;;0.08;0.06;0.9;1.1;2;0.03;;17;0.35;4.3;0
VALUES; Beignets, avec de la confiture;11-849;CoFID Table;ToValidate;28.9;0.95;5.4;13.1;48.4;321;1352;28.2;;20.3;11.4;;5.5;;3.4;;;1.4;1.7;4.96;2010;220;5.12;2.23;0.11;7.2;404;121;72;15;135;1.15;;0.6;320;0.39;3;15;;;;;1.75;;0.08;0.03;1.3;1.1;2.3;0.04;0.1;21;0.26;4.7;
VALUES; Sole de Douvres, brute;16-039;CoFID Table;ToValidate;80;2.9;18.1;1.8;0;89;374;0;;0;0;;0;0;0;0;;0;;;0;0;;;;50;100;310;29;49;200;0.8;0.02;0.4;140;;23;;;;;;;;0.06;0.1;3;3.4;6.4;;;;;;
VALUES; Vinaigrette, fromage bleu;17-715;CoFID Table;ToValidate;51;0.31;2;35.9;9.8;368;1519;2.1;;7.7;4;0;3.5;0.2;0;;0;;1.3;6.59;16480;3400;7.85;19.87;;31.8;840;52;58;7;61;0.6;0.02;0.4;1060;0.1;1;6;;;;0.2;4.58;;0.01;0.04;0;0.7;0.7;0.01;0;5;0.12;1;0
VALUES; Vinaigrette, française;17-701;CoFID Table;ToValidate;55.3;0.05;0.3;32.2;11.7;335;1384;5;;6.7;;;;;0;0;0;;0.5;;0;0;;;;0;600;;;;;;;;;;;;0;0;0;0;;;0;0;0;0;0;0;0;0;0;0;0
VALUES; Vinaigrette, française, sans gras;17-716;CoFID Table;ToValidate;;0.02;0.1;;8.7;33;141;0.1;;8.6;;;;;0;0;0;0.3;0.5;;0;0;;;;0;1190;;;;;;;;;;;;0;0;0;0;;;;;;;;;0;;;;
VALUES; Vinaigrette, française, maison;17-787;CoFID Table;ToValidate;24.5;0.02;0.1;74.9;0.2;680;2794;0;;0.2;0.1;;0.1;0;0;0;;0;0;10.73;0;0;54.75;6.15;;0;1;9;1;1;3;0.33;0.01;;12;;;;0;;;0;3.82;;;;;;;;0;;;;0
VALUES; Vinaigrette, huile et citron, maison;17-788;CoFID Table;ToValidate;22.1;0.02;0.1;72.4;3.4;652;2683;;;3.4;0.1;;0.2;3.1;0;0;;0;0.1;4.79;0;0;42.97;21.24;;0;;39;5;3;3;0.17;0.02;;2;0.06;;;0;4;1;0;;;0.01;;;;;0.01;0;3;0.03;0.1;9
VALUES;Dressing, mille îles;17-717;CoFID Table;ToValidate;66.6;0.11;0.7;16.4;15.9;210;873;2.5;;13.4;;0;;;0;0;0;0.4;0.4;2.04;5740;1440;6.38;6.96;;;470;130;24;9;34;0.3;0.05;0.2;730;0.07;1;5;;;;0.1;4.4;;0.01;0.02;0.1;0.2;0.3;0.02;0;4;0.1;1;
VALUES; Vinaigrette, yaourt, maison;17-789;CoFID Table;ToValidate;82.4;0.83;5.3;2.7;7.1;72;301;;;7;;;0.1;;0;4.2;0;;0.1;1.73;0;0;0.72;0.09;0.1;9.9;73;273;187;19;156;0.34;0.01;0.6;154;0.08;2;57;25;37;31;0;0.15;;0.06;0.25;0.2;1.2;1.4;0.09;0.2;20;0.45;2.3;4
VALUES; Mélange de fruits secs;14-087;CoFID Table;ToValidate;15.5;0.37;2.3;0.4;68.1;268;1144;0;;68.1;33.3;;31.6;0.8;2.3;0;0;2.2;;;0;0;;;0;0;48;880;73;29;73;2.2;0.47;0.4;13;0.4;;;0;9;1;0;;;0.1;0.05;0.7;0.2;0.9;0.22;0;15;0.09;3.9;
VALUES; Chocolat à boire en poudre, à base de lait demi-écrémé;17-790;CoFID Table;ToValidate;82.2;0.58;3.7;2;10.9;74;311;;;10.7;0;;0;6.4;0;4.3;0;;;1.26;0;0;0.52;0.02;0.06;5.4;58;184;114;21;102;0.31;0.3;0.9;89;0.08;;42;17;;;;0.06;;0.03;0.2;0.2;0.7;0.9;0.05;0.7;7;0.59;3.4;1
VALUES; Chocolat à boire en poudre, à base de lait écrémé;17-791;CoFID Table;ToValidate;83.4;0.59;3.7;0.7;10.9;62;264;;;10.8;0;;0;6.4;0;4.4;0;;;0.4;0;0;0.2;0.02;;3.4;59;189;118;21;104;0.31;0.3;0.9;89;0.08;;41;1;;;;0.03;;0.03;0.19;0.2;0.7;0.9;0.05;0.7;7;0.43;3;
VALUES; Chocolat à boire en poudre, à base de lait entier;17-792;CoFID Table;ToValidate;80.5;0.57;3.6;3.8;10.8;89;375;;;10.6;0;;0;6.4;0;4.2;;;;2.38;0;0;1.03;0.11;0.12;11;57;185;113;21;104;0.31;0.3;0.9;90;0.08;;42;33;;;;0.08;;0.03;0.2;0.2;0.7;0.9;0.05;0.8;6;0.51;3.1;1
VALUES; Boire du chocolat, en poudre;17-498;CoFID Table;ToValidate;2.1;1.02;6.4;5.8;79.7;377;1598;;2;77.7;0;0;0;77.7;0;0;0;;;3.41;280;20;1.81;0.29;0;0;228;495;39;132;193;3.5;3.69;5.6;107;1;;165;0;;;0;0.41;;0.02;0.06;0.6;1.2;1.8;0.01;0;7;0.3;9;0
VALUES; Chocolat à boire, en poudre, allégé en matières grasses;17-499;CoFID Table;ToValidate;2;1.02;6.4;2.3;82.1;354;1507;;;82.1;;;0.9;81.2;;;0;;;1.35;0;0;0.73;0.12;0;;228;495;39;132;193;3.5;3.69;5.6;107;1;;165;0;;;0;0.16;;0.02;0.06;0.6;1.2;1.8;0.01;0;7;0.3;9;0
VALUES; Dégoulinant, boeuf;17-487;CoFID Table;ToValidate;1;;;99;;891;3663;0;;0;0;0;0;0;0;0;0;0;0;50.62;1980;440;38.04;2.43;4.42;94;5;4;1;;13;0.2;;;2;;;5;;;;;0.4;24.5;;;;;;;;;;;0
VALUES; Feuilles de pilon, bouillies dans de l'eau non salée;13-237;CoFID Table;ToValidate;78.7;1.06;6.6;1;11.2;70;293;;;;;0;;;0;0;;;;;0;0;;;;0;9;340;280;25;67;2.7;0.06;;;;;;0;5370;890;0;;;0.17;0.47;1.8;1.6;3.4;;0;220;;;37
VALUES; Feuilles de pilon, crues;13-236;CoFID Table;ToValidate;77.6;1.18;7.4;1.5;9.2;72;301;;;;;0;;;0;0;;;;;0;0;;;;0;4;470;300;33;90;3.6;0.1;;;;;;0;8850;1470;0;;;0.2;0.73;3.4;1.8;5.2;1.2;0;370;;;165
VALUES; Cosses de pilon, bouillies dans de l'eau non salée;13-239;CoFID Table;ToValidate;88.4;0.37;2.1;0.2;6.1;36;150;;;;;0;;;0;0;;;;;0;0;;;;0;43;460;20;42;49;0.5;;;;;;;0;42;7;0;;;0.05;0.07;0.6;;;;0;;;;
VALUES; Cosses de pilon, crues;13-238;CoFID Table;ToValidate;88.2;0.37;2.1;0.2;7.2;37;156;;;;;0;;;0;0;;;;;0;0;;;;0;42;460;30;45;50;0.4;;;;;;;0;42;7;0;;;0.05;0.07;0.6;;;0.12;0;;;;160
VALUES; Canard à l'orange, hors graisse et peau, maison;19-578;CoFID Table;ToValidate;76.5;1.79;11.2;6.5;4;122;510;2.9;;1;0.3;;0.3;0.3;0;0;0.3;;;2.62;0;0;2.73;0.64;0.11;54.3;257;138;9;10;92;1.25;0.14;1.2;74;;10;;;;;;0.07;;0.12;0.21;2.2;2.3;4.5;0.11;1.3;6;0.65;1.8;3
VALUES; Canard à l'orange, avec graisse et peau, maison;19-579;CoFID Table;ToValidate;66;1.57;9.8;20;3.7;236;980;2.7;;0.9;0.3;;0.3;0.3;0;0;0.3;;;6.54;0;0;9.66;2.6;0.25;51.5;240;125;14;10;91;0.89;0.11;1.1;67;0.1;11;;;;;;;;0.09;0.25;1.8;2;3.8;0.15;0.9;9;1.24;3.5;2
VALUES; Canard à l'ananas, maison;19-580;CoFID Table;ToValidate;52.6;2.22;13.8;25.5;6.7;313;1298;1.7;;4.9;1.1;;1;2.7;0;0;0.3;0.3;;7.62;0;0;12.88;3.55;0.27;66;264;202;23;17;130;1.92;0.18;1.6;242;0.61;15;;;;;;;;0.15;0.35;2.8;2.9;5.7;0.26;1.3;12;1.78;4.8;2
VALUES; Canard, croustillant, à la chinoise, viande et peau;18-490;CoFID Table;ToValidate;44;4.46;27.9;24.2;0.3;331;1375;0;0.3;0;0;0;0;0;0;0;0;0;0;7.2;0;0;12.3;3.4;0.2;63;453;292;22;25;257;3.98;0.3;2.8;396;0.1;22;;9;;9;1;2.17;;0.09;0.39;3.5;4.2;7.7;0.15;2.8;15;1.5;4;0
VALUES; Canard, viande uniquement, cru;18-489;CoFID Table;ToValidate;74.8;3.15;19.7;6.5;0;137;575;0;;0;0;0;0;0;0;0;0;0;0;2;880;90;3.2;1;0.1;110;110;290;12;19;200;2.4;0.34;1.9;98;;22;;24;;24;;0.02;;0.36;0.45;5.3;4.2;9.5;0.34;3;25;1.6;6;0
VALUES;Canard, cru, viande uniquement, pesé avec graisse, peau et os;18-495;CoFID Table;ToValidate;20.9;0.88;5.5;1.8;0;38;160;0;;0;0;0;0;0;0;0;0;0;;0.6;0;0;0.9;0.3;;30;31;81;3;5;56;0.7;0.1;1;27;;6;;7;;7;;;;0.1;0.13;1.5;1.2;2.7;0.1;1;7;0.45;2;0
VALUES; Canard, cru, viande, graisse et peau;18-371;CoFID Table;ToValidate;49.7;2.1;13.1;37.3;0;388;1603;0;;0;0;0;0;0;0;0;0;0;;10.7;0;0;19;5.6;0.4;72;73;190;8;14;120;1.3;0.18;1.3;62;;;;51;;51;;;;0.14;0.51;3.5;2.4;5.9;0.33;2;7;0.95;;0
VALUES; Canard, rôti, viande uniquement;18-372;CoFID Table;ToValidate;62.1;4.05;25.3;10.4;0;195;815;0;;0;0;0;0;0;0;0;0;0;0;3.3;1230;110;5.2;1.3;0.1;115;96;270;13;20;200;2.7;0.31;2.6;96;;22;;;;;;0.02;;0.26;0.47;5.1;5.4;10.5;0.25;3;10;1.5;4;0
VALUES; Canard rôti, viande uniquement, pesé avec graisse, peau et os;18-373;CoFID Table;ToValidate;13;0.85;5.3;2.2;0;41;172;0;;0;0;0;0;0;0;0;0;0;;0.7;0;0;1.1;0.3;;25;20;57;3;4;42;0.6;0.07;0.6;20;;5;;;;;;;;0.06;0.1;1.1;1.1;2.2;0.05;1;2;0.32;1;0
VALUES; Canard, rôti, viande, graisse et peau;18-374;CoFID Table;ToValidate;42.6;3.2;20;38.1;0;423;1750;0;;0;0;0;0;0;0;0;0;0;0;11.4;0;0;19.3;5.3;0.4;99;87;220;22;17;180;1.7;0.23;2.2;76;0.2;22;;;;;;;;0.18;0.51;3.8;4.2;8;0.31;2;15;2.6;7;0
VALUES; Raviolis maison;11-962;CoFID Table;ToValidate;59.8;0.47;2.7;11.7;25.4;211;886;25.2;;0.2;0;;0;0.1;0;0;0;1;1.2;6.63;0;0;4.03;0.36;0.52;10.7;138;52;41;7;132;0.57;0.04;0.2;42;0.2;1;1;7;10;9;;0.37;;0.06;0.01;0.5;0.6;1.1;0.04;;2;0.1;0.5;0
VALUES; Durian, chair uniquement;14-088;CoFID Table;ToValidate;62.9;0.39;2.4;1.4;28.4;136;575;5.2;;23.2;;;;;0;0;;;;;0;0;;;;0;1;600;14;33;52;0.9;;;;;;;0;11;2;0;;;0.29;0.29;1.1;;;;0;;;;41
VALUES; Gâteaux Eccles, vente au détail;11-838;CoFID Table;ToValidate;17.6;0.77;4.4;18.3;48.8;365;1532;14.7;;34;10.8;;15.4;3.3;4.5;;0;2;3.6;9.4;1460;280;5.96;1.74;0.17;22.9;221;428;75;22;77;1.52;0.22;0.4;359;0.37;1;8;57;39;64;0.8;0.9;;0.09;0.03;0.6;0.6;1.2;0.07;;3;0.06;1.9;
VALUES; Anguille, congre, chair uniquement, grillé;16-036;CoFID Table;ToValidate;67.8;3.56;21.7;5.5;0;137;574;0;;0;0;;0;0;0;0;;0;;;0;0;;;;;60;290;85;24;320;1.5;0.24;1.1;120;0.01;;;;;;;;;0.06;0.04;4.7;4.1;8.8;;4;;0.27;;
VALUES; Anguille, congre, chair uniquement, grillée, pesée avec arêtes et peau;16-037;CoFID Table;ToValidate;35.3;1.85;11.3;2.9;0;71;299;0;;0;0;;0;0;0;0;;0;;;0;0;;;;;31;150;44;12;170;0.8;0.12;0.6;62;0.01;;;;;;;;;0.03;0.02;2.4;2.1;4.5;;2;;0.14;;
VALUES; Anguille, congre, chair uniquement, crue;16-035;CoFID Table;ToValidate;73.2;2.96;18.1;4.6;0;114;478;0;;0;0;;0;0;0;0;;0;;;0;0;;;;;50;240;71;20;270;1.3;0.2;0.9;100;0.01;;;;;;;;;0.06;0.04;4.3;3.4;7.7;;3;;0.24;;
VALUES; Anguille, jaune, crue;16-173;CoFID Table;ToValidate;71.3;2.66;16.6;11.3;0;168;700;0;;0;0;;0;0;0;0;;0;;2.9;0;0;5.4;1.6;;150;89;270;19;19;310;1.2;0.07;2.5;57;0.17;31;80;1200;;1200;4.9;4.14;;0.2;0.35;2.3;3.1;5.4;0.25;1;12;0.14;;
VALUES; Fu-yung aux œufs;12-950;CoFID Table;ToValidate;63.5;1.72;10.2;19.3;2.5;229;949;0.7;;1.9;0.6;;0.6;0.7;0;0;0.8;1.2;;2.47;0;0;10.78;4.42;0.01;201.3;251;237;58;40;179;1.87;0.17;1.1;359;0.26;15;;72;55;81;1.8;4.96;;0.1;0.34;0.8;2.5;3.3;0.13;1.6;33;1.13;;2
VALUES; Lait de poule, fait maison;17-793;CoFID Table;ToValidate;80.1;0.64;4;2.3;9.6;98;410;0;;9.6;;;0;6.2;0;3.4;3.6;0;0;1.08;0;0;0.7;0.17;0.05;45.7;50;132;94;9;90;0.23;0.01;0.4;85;;3;28;28;7;30;0.4;0.18;;0.03;0.23;0.1;0.9;0.9;0.06;0.9;12;0.66;4.5;2
VALUES; Oeufs, poulet, brouillés, au lait demi-écrémé;12-945;CoFID Table;ToValidate;65.1;1.76;11;21.2;0.7;237;981;;;0.7;;0;;;0;0.7;0;;0.1;10.82;0;0;6.34;1.66;0.49;324.8;253;150;58;13;164;1.46;0.05;1;345;0.08;19;51;264;103;282;2.8;1.38;;0.07;0.37;0.1;2.9;3;0.1;2.4;28;1.03;16.5;
VALUES; Oeufs, poulet, blancs, bouillis;12-941;CoFID Table;ToValidate;85.8;2.08;13;;;52;221;0;;;;0;0;0;0;0;;0;0;;0;0;;;;0;151;123;8;12;13;0.05;0.04;0.1;164;;11;4;0;0;0;0;0;;0.03;0.2;0.1;4;4.1;0.03;0.5;4;0.22;3.2;0
VALUES; Oeufs, poulet, blancs, séchés;12-960;CoFID Table;ToValidate;4;13.06;81.7;;;327;1389;0;;;;;;0;0;0;;0;0;;0;0;;;;0;1399;1126;45;94;91;0.08;0.15;0.1;1202;;61;30;0;0;0;0;0;;0.15;3.18;0.3;21.2;21.5;0.3;2.5;76;2.12;42.3;0
VALUES; Oeufs, poulet, blancs, crus;12-938;CoFID Table;ToValidate;87.3;1.73;10.8;;;43;184;0;;;;0;0;0;0;0;;0;0;;0;0;;;;0;185;149;6;12;12;0.01;0.02;;159;;8;4;0;0;0;0;0;;0.02;0.42;;2.8;2.8;0.04;0.3;10;0.28;5.6;0
VALUES; Oeufs, poulet, entiers, bouillis;12-940;CoFID Table;ToValidate;75.4;2.26;14.1;9.6;;143;595;0;;;;0;0;0;0;0;;0;0;2.7;1380;140;3.69;1.51;0.01;360;150;141;55;14;205;1.97;0.07;1.3;179;0.04;27;52;120;;120;3.2;1.63;;0.08;0.47;0.1;3.6;3.7;0.1;2;30;1.25;16.7;0
VALUES; Oeufs, poulet, entiers, séchés;12-961;CoFID Table;ToValidate;4;7.8;48.6;34.7;;507;2110;0;;;;;0;0;0;0;;0;0;9.73;0;0;13.28;5.56;0.04;1351;593;560;178;49;691;6.64;0.19;4.3;695;0.12;90;193;486;;486;12.2;4.98;;0.31;1.93;0.2;13.1;13.3;0.5;10.4;181;5.21;75.3;0
VALUES;Oeufs, poulet, entiers, frits dans l'huile de tournesol;12-944;CoFID Table;ToValidate;68;2.35;14.7;15.7;;200;831;0;;;;0;0;0;0;0;;0;0;3.35;4060;140;5.39;4.21;0.02;371;172;164;53;14;209;2.03;0.06;1.3;188;0.03;27;58;190;;190;1.9;3.84;;0.06;0.46;0.1;3.5;3.6;0.12;1;25;1.22;18.2;0
VALUES; Oeufs, poulet, entiers, frits, sans matière grasse;12-962;CoFID Table;ToValidate;70.6;2.57;16;11.4;;167;694;0;;;;;0;0;0;0;;0;0;3.2;0;0;4.37;1.83;0.01;445;195;184;59;16;227;2.18;0.06;1.4;229;0.04;30;64;160;;160;4;1.64;;0.1;0.51;0.1;4.3;4.4;0.14;3.4;42;1.46;24.8;0
VALUES; Oeufs, poulet, entiers, pochés;12-943;CoFID Table;ToValidate;75.3;2.13;13.3;10.6;;149;618;0;;;;0;0;0;0;0;;0;0;3;1550;150;4.03;1.7;0.02;423;121;117;50;12;195;1.93;0.08;1.3;138;0.03;28;54;150;;150;2.9;1.82;;0.09;0.41;0.1;3.2;3.3;0.11;1.8;49;1.3;15.1;0
VALUES; Oeufs, poulet, entiers, crus;12-937;CoFID Table;ToValidate;76.8;2.02;12.6;9;;131;547;0;;;;0;0;0;0;0;;0;0;2.52;1310;130;3.44;1.44;0.01;350;154;145;46;13;179;1.72;0.05;1.1;180;0.03;23;50;126;;126;3.2;1.29;;0.08;0.5;0.1;3.4;3.5;0.13;2.7;47;1.35;19.5;0
VALUES; Oeufs, poulet, entiers, brouillés, sans lait;12-963;CoFID Table;ToValidate;73.2;2.34;14.6;10.4;;152;633;0;;;;;0;0;0;0;;0;0;2.92;0;0;3.99;1.67;0.01;406.1;178;168;54;15;208;2;0.06;1.3;209;0.03;27;58;146;;146;3.7;1.5;;0.09;0.46;0.1;3.9;4;0.13;3.1;38;1.33;22.6;0
VALUES; Oeufs, poulet, jaune, bouillis;12-942;CoFID Table;ToValidate;47.2;2.67;16.7;32.6;;360;1490;0;;;;0;0;0;0;0;;0;0;9.21;4700;470;12.52;5.17;0.05;1175;52;119;147;12;600;6.21;0.15;3.9;180;0.11;64;137;410;;410;12.6;4.78;;0.19;0.58;;3;3;0.31;7.2;101;3.72;50;0
VALUES; Oeufs, poulet, jaune, crus;12-939;CoFID Table;ToValidate;48.8;2.62;16.4;31.3;;347;1437;0;;;;0;0;0;0;0;;0;0;8.81;4520;450;12.02;4.97;0.05;1255;52;124;149;12;600;6.24;0.16;4;163;0.11;59;130;447;;447;12.8;5.21;;0.2;0.59;;2.8;2.8;0.35;8.2;122;4.53;63.6;0
VALUES; Oeufs, canard, bouillis et salés;12-814;CoFID Table;ToValidate;62;2.34;14.6;15.5;;198;822;0;;;;0;0;0;0;0;;0;;3.8;0;0;6.4;2.7;;890;1690;800;99;13;270;3.2;0.53;3.5;2920;0.1;;;85;;;;;;0.16;0.52;0.1;4.3;4.4;;3.5;28;;;0
VALUES; Oeufs, canard, entiers, crus;12-920;CoFID Table;ToValidate;70.6;2.29;14.3;11.8;;163;680;0;;;;0;0;0;0;0;0;0;;2.9;1810;200;4.9;2;0.1;680;120;190;63;16;200;2.9;;1.4;;0.1;;;540;120;560;5;;;0.16;0.47;0.2;4.2;4.4;0.25;5.4;80;;;0
